City,State,Country,Latitude,Longitude,LCOH from solar field,Solar Field Capacity Factor,% of required energy from solar field,% of required energy from auxiliary resources,Water production,LCOW,CAPEX,OPEX
Gustavus,AK,USA,58.417,-135.7,0.098192865,4.580809187,4.489193003,0,16527.36153,17.37510226,10.71306934,6.662032922
Hayes River,AK,USA,61.983,-152.083,0.137274249,3.266853841,3.201516764,0,11986.61707,23.95679086,14.77133733,9.185453531
Healy River Airport,AK,USA,63.883,-149.017,0.226378739,1.975290773,1.935784958,0,7374.72975,38.94709772,24.00866832,14.93842939
Homer Arpt,AK,USA,59.65,-151.483,0.115289175,3.895858431,3.817941262,0,14104.6322,20.32062751,12.55322249,7.767405016
Hoonah,AK,USA,58.083,-135.45,0.101923515,4.411496026,4.323266105,0,15946.78578,18.00607377,11.10309836,6.902975404
Hooper Bay,AK,USA,61.517,-166.15,0.106449854,4.222226686,4.137782152,0,15334.87399,18.74075882,11.54614553,7.194613289
Huslia,AK,USA,65.7,-156.383,0.099690917,4.511355628,4.421128515,0,16590.1954,17.42674342,10.6724948,6.754248613
Hydaburg Seaplane,AK,USA,55.2,-132.833,0.104604985,4.297471221,4.211521797,0,15472.26974,18.52115605,11.44361493,7.07754112
Iliamna Arpt,AK,USA,59.75,-154.917,0.091123183,4.940669241,4.841855856,0,17806.42995,16.1482751,9.943534304,6.204740795
Juneau Int'l Arpt,AK,USA,58.35,-134.583,0.120891295,3.712810669,3.638554456,0,13508.73488,21.23544709,13.10696615,8.128480941
Kake Seaplane Base,AK,USA,56.967,-133.95,0.103764326,4.332518488,4.245868118,0,15661.15056,18.32769503,11.30560045,7.022094583
Kenai Municipal Ap,AK,USA,60.583,-151.233,0.081724617,5.51574066,5.405425847,0,19960.40737,14.46616643,8.870508055,5.595658377
Ketchikan Intl Ap,AK,USA,55.367,-131.717,0.1186089,3.785301188,3.709595164,0,13700.39624,20.90595228,12.9236079,7.98234438
King Salmon Arpt,AK,USA,58.683,-156.65,0.157310276,2.848861281,2.791884055,0,10399.8674,27.50816699,17.02503812,10.48312887
Kodiak Airport,AK,USA,57.75,-152.5,0.115968042,3.873192322,3.795728476,0,14007.72492,20.45168109,12.64006671,7.811614376
Kotzebue Ralph Wein Memorial,AK,USA,66.883,-162.6,0.109801961,4.092326961,4.010480422,0,15142.76554,19.09904082,11.69262455,7.406416274
Lake Hood Seaplane,AK,USA,61.183,-149.967,0.06571696,6.880835601,6.743218889,0,24834.72689,11.68975673,7.129497709,4.560259016
Mcgrath Arpt,AK,USA,62.95,-155.6,0.113435296,3.960821549,3.881605118,0,14606.84642,19.76382309,12.12161914,7.642203942
Mekoryuk,AK,USA,60.367,-166.267,0.169395071,2.643456234,2.590587109,0,9690.85454,29.53383968,18.27062966,11.26321003
Middleton Island Aut,AK,USA,59.467,-146.317,0.08789566,5.124257595,5.021772443,0,18478.00191,15.57788587,9.582144434,5.995741439
Minchumina,AK,USA,63.883,-152.283,0.070333509,6.422879899,6.294422301,0,23401.20392,12.42359934,7.566238275,4.857361065
Nenana Municipal Ap,AK,USA,64.55,-149.1,0.094026895,4.786805807,4.691069691,0,17496.43161,16.5090566,10.11971089,6.389345706
Nome Municipal Arpt,AK,USA,64.517,-165.45,0.112585491,3.990082747,3.910281092,0,14654.73356,19.67046179,12.08200972,7.58845208
Northway Airport,AK,USA,62.967,-141.933,0.133950938,3.34859343,3.281621561,0,12511.05965,23.11672151,14.15215267,8.964568836
Palmer Municipal,AK,USA,61.6,-149.083,0.120129473,3.737006557,3.662266426,0,13593.74559,21.1042258,13.02500019,8.079225611
Petersburg,AK,USA,56.8,-132.95,0.133096037,3.369993438,3.302593569,0,12260.42975,23.35951613,14.44145115,8.918064978
Point Hope (awos),AK,USA,68.35,-166.8,0.119913345,3.743946499,3.669067569,0,13823.51348,20.86931383,12.80850638,8.060807446
Port Heiden,AK,USA,56.95,-158.617,0.171166768,2.61621987,2.563895473,0,9531.760321,29.9559688,18.57558078,11.38038802
Saint Mary`s (awos),AK,USA,62.067,-163.3,0.131076431,3.422235018,3.353790318,0,12515.6382,22.93268836,14.14697548,8.785712885
Sand Point,AK,USA,55.317,-160.517,0.125215169,3.583901253,3.512223228,0,12948.56141,22.08436899,13.67398805,8.410380944
Savoonga,AK,USA,63.683,-170.5,0.136258906,3.290951042,3.225132021,0,12146.6224,23.6946029,14.5767587,9.1178442
Selawik,AK,USA,66.6,-160,0.082786515,5.444124761,5.335242266,0,19949.30238,14.53724666,8.87544589,5.661800769
Seward,AK,USA,60.117,-149.45,0.106854335,4.205459508,4.121350318,0,15262.29638,18.82207791,11.60105117,7.221026739
Shishmaref (awos),AK,USA,66.267,-166.05,0.094870516,4.742765814,4.647910498,0,17403.09481,16.61703522,10.17398491,6.443050308
Sitka Japonski Ap,AK,USA,57.05,-135.367,0.107713187,4.172462346,4.089013099,0,15048.04518,19.04445275,11.76622363,7.278229116
Skagway Airport,AK,USA,59.467,-135.3,0.110720869,4.057683251,3.976529586,0,14700.38821,19.51613399,12.04448716,7.471646836
Sleetmute,AK,USA,61.717,-157.15,0.089927046,5.006844528,4.906707637,0,18231.93422,15.83649684,9.711469343,6.125027494
Soldotna,AK,USA,60.467,-151.033,0.06492113,6.967221353,6.827876926,0,25098.65108,11.56357799,7.054527966,4.509050025
St Paul Island Arpt,AK,USA,57.167,-170.217,0.365840521,1.220074771,1.195673276,0,4646.138122,62.04266758,38.10821503,23.93445255
Talkeetna State Arpt,AK,USA,62.317,-150.1,0.106492362,4.221109361,4.136687174,0,15393.12352,18.69870526,11.50245374,7.19625152
Tanana Ralph M Calhoun Mem Ap,AK,USA,65.167,-152.1,0.152037764,2.947607384,2.888655236,0,11001.49093,26.22789218,16.09402155,10.13387063
Togiac Village Awos,AK,USA,59.05,-160.4,0.093793268,4.797825474,4.701868965,0,17384.16727,16.56138389,10.18506208,6.376321807
Unalakleet Field,AK,USA,63.883,-160.8,0.108579082,4.138475066,4.055705565,0,15114.39126,19.04545751,11.714575,7.330882514
Valdez Pioneer Fiel,AK,USA,61.133,-146.267,0.136593718,3.282992005,3.217332165,0,12020.01047,23.87249497,14.73030067,9.142194297
Valdez Wso,AK,USA,61.133,-146.35,0.167620956,2.671315197,2.617888893,0,9828.519954,29.1617301,18.0147205,11.14700959
Whittier,AK,USA,60.767,-148.683,0.123150626,3.644094818,3.571212922,0,13311.68782,21.57440981,13.30098134,8.273428471
Wrangell,AK,USA,56.483,-132.367,0.096797185,4.647450905,4.554501887,0,16773.77375,17.12732165,10.55569179,6.57162986
Yakutat State Arpt,AK,USA,59.517,-139.633,0.169257356,2.646091868,2.593170031,0,9669.976501,29.56563074,18.31007659,11.25555414
Anniston Metropolitan Ap,AL,USA,33.583,-85.85,0.05516681,8.221892296,8.05745445,0,29474.27657,9.885685301,6.007246361,3.878438939
Auburn-opelika Apt,AL,USA,32.616,-85.433,0.037156131,12.32065645,12.07424332,0,44140.15618,6.723928848,4.01130072,2.712628128
Birmingham Municipal Ap,AL,USA,33.567,-86.75,0.04359358,10.45841872,10.24925035,0,37475.99452,7.853922406,4.724607612,3.129314795
Cairns Field Fort Rucker,AL,USA,31.267,-85.717,0.046422482,9.806448673,9.6103197,0,35133.95735,8.352009648,5.039550076,3.312459572
Dothan Municipal Ap,AL,USA,31.233,-85.433,0.04046313,11.2881935,11.06242963,0,40434.67568,7.305612209,4.378900054,2.926712155
Gadsen Muni (awos),AL,USA,33.967,-86.083,0.045787383,9.945124413,9.746221925,0,35640.73372,8.239213801,4.967892805,3.271320996
Huntsville Intl Jones Field,AL,USA,34.65,-86.783,0.042942723,10.62114472,10.40872183,0,38066.48055,7.738478726,4.651319842,3.087158884
Maxwell Afb,AL,USA,32.383,-86.35,0.045460284,10.01873047,9.818355862,0,35895.98525,8.182736352,4.932566885,3.250169467
Mobile Downtown Ap,AL,USA,30.633,-88.067,0.038859775,11.76633409,11.53100741,0,42149.76531,7.023638824,4.200721405,2.82291742
Mobile Regional Ap,AL,USA,30.683,-88.25,0.041676168,10.95125167,10.73222664,0,39236.08762,7.517882279,4.512666804,3.005215475
Montgomery Dannelly Field,AL,USA,32.3,-86.4,0.043394201,10.50817195,10.29800851,0,37648.32863,7.819400892,4.702980917,3.116419975
Muscle Shoals Regional Ap,AL,USA,34.75,-87.6,0.055182534,8.219253257,8.054868192,0,29477.59772,9.885970618,6.006569545,3.879401073
Troy Af,AL,USA,31.867,-86.017,0.043569,10.46348431,10.25421462,0,37499.26364,7.849394847,4.721675896,3.127718951
Tuscaloosa Municipal Ap,AL,USA,33.217,-87.617,0.049955691,9.097326847,8.91538031,0,32601.34353,8.972201833,5.431042992,3.541158841
Batesville (awos),AR,USA,35.733,-91.65,0.041285135,11.05698592,10.8358462,0,39629.39564,7.447751219,4.467880263,2.979870956
Bentonville (awos),AR,USA,36.35,-94.217,0.040799807,11.19194815,10.96810919,0,40108.88735,7.362932766,4.414468006,2.94846476
El Dorado Goodwin Field,AR,USA,33.217,-92.817,0.041968041,10.87227977,10.65483417,0,38974.80693,7.566978802,4.542918902,3.024059899
Fayetteville Drake Field,AR,USA,36,-94.167,0.043921815,10.37715881,10.16961563,0,37196.21275,7.910686772,4.76014498,3.150541793
Flippin (awos),AR,USA,36.3,-92.467,0.042918999,10.62551714,10.4130068,0,38087.72828,7.73434911,4.648725049,3.085624061
Fort Smith Regional Ap,AR,USA,35.333,-94.367,0.038512696,11.87502569,11.63752518,0,42579.55448,6.958681126,4.158320295,2.800360831
Harrison Faa Ap,AR,USA,36.267,-93.15,0.046797079,9.725186763,9.530683028,0,34886.65747,8.411847357,5.075273664,3.336573693
Jonesboro Muni,AR,USA,35.833,-90.65,0.044785379,10.17266466,9.969211368,0,36467.06431,8.061749742,4.855322446,3.206427296
Little Rock Adams Field,AR,USA,34.75,-92.233,0.041916564,10.88739066,10.66964285,0,39023.31689,7.558000808,4.537271605,3.020729203
Little Rock Afb,AR,USA,34.917,-92.15,0.050672911,8.967170886,8.787827468,0,32134.4706,9.097519336,5.509948883,3.587570452
Memorial Fld,AR,USA,34.467,-93.1,0.047516871,9.574333869,9.382847192,0,34327.61326,8.541158407,5.157927068,3.383231339
Pine Bluff Faa Ap,AR,USA,34.167,-91.933,0.043403338,10.5037708,10.29369538,0,37660.33103,7.818435706,4.701482075,3.116953631
Rogers (awos),AR,USA,36.367,-94.1,0.036649554,12.49581428,12.24589799,0,44775.93544,6.634163066,3.954343873,2.679819193
Siloam Spring(awos),AR,USA,36.183,-94.483,0.038801874,11.78329253,11.54762668,0,42239.37884,7.010921438,4.191809328,2.81911211
Springdale Muni,AR,USA,36.183,-94.117,0.043805701,10.40550688,10.19739674,0,37306.0872,7.889124744,4.746125367,3.142999378
Stuttgart (awos),AR,USA,34.6,-91.567,0.039353499,11.61480974,11.38251355,0,41612.71744,7.10979926,4.254935193,2.854864067
Texarkana Webb Field,AR,USA,33.45,-94,0.041256373,11.06425042,10.84296541,0,39661.70444,7.442239474,4.464240695,2.977998779
Walnut Ridge (awos),AR,USA,36.133,-90.917,0.043570347,10.46324956,10.25398457,0,37498.96206,7.849517483,4.721713869,3.127803613
Casa Granda (awos),AZ,USA,32.95,-111.767,0.025046652,18.5307334,18.16011873,0,66372.85823,4.596407085,2.667650292,1.928756793
Davis Monthan Afb,AZ,USA,32.167,-110.883,0.026829459,17.2510672,16.90604586,0,61788.91943,4.909718666,2.865555127,2.04416354
Deer Valley Phoenix,AZ,USA,33.683,-112.083,0.025768545,17.99018687,17.63038313,0,64438.09997,4.723232846,2.747746546,1.9754863
Douglas Bisbee-douglas Intl A,AZ,USA,31.467,-109.6,0.02556788,18.13722991,17.77448531,0,64962.96922,4.688044468,2.725546122,1.962498346
Flagstaff Pulliam Arpt,AZ,USA,35.133,-111.667,0.02827206,16.33854402,16.01177314,0,58536.58986,5.162293211,3.024766891,2.13752632
Grand Canyon Natl P,AZ,USA,35.95,-112.15,0.028035935,16.48032128,16.15071485,0,59043.40781,5.121049785,2.998802882,2.122246902
Kingman (amos),AZ,USA,35.267,-113.95,0.023909834,19.4505322,19.06152156,0,69669.03883,4.396605176,2.54143864,1.855166537
Luke Afb,AZ,USA,33.55,-112.367,0.025982425,17.83618785,17.47946409,0,63884.89513,4.76087296,2.771540344,1.989332616
Page Muni (amos),AZ,USA,36.933,-111.45,0.027396827,16.87976589,16.54217057,0,60460.42683,5.009410291,2.928519659,2.080890632
Phoenix Sky Harbor Intl Ap,AZ,USA,33.45,-111.983,0.025628613,18.09309713,17.73123519,0,64806.25806,4.69856317,2.732136888,1.966426282
Prescott Love Field,AZ,USA,34.65,-112.417,0.02733447,16.9206636,16.58225033,0,60607.08327,4.998283554,2.921433267,2.076850287
Safford (amos),AZ,USA,32.817,-109.683,0.025085814,18.50067508,18.13066158,0,66265.49406,4.603263705,2.671972445,1.93129126
Scottsdale Muni,AZ,USA,33.617,-111.917,0.025569353,18.13631405,17.77358777,0,64960.73929,4.688231775,2.725639683,1.962592093
Show Low Municipal,AZ,USA,34.267,-110,0.026301456,17.61105527,17.25883416,0,63083.20488,4.816742333,2.806762292,2.009980041
Tucson International Ap,AZ,USA,32.133,-110.95,0.025519947,18.17334814,17.80988118,0,65093.31176,4.679480874,2.72008851,1.959392364
Winslow Municipal Ap,AZ,USA,35.033,-110.717,0.025801571,17.96643431,17.60710562,0,64351.23835,4.729080616,2.751455462,1.977625153
Yuma Intl Arpt,AZ,USA,32.667,-114.6,0.027775596,16.64162131,16.30878888,0,59606.0398,5.075904658,2.970496697,2.105407961
Yuma Mcas,AZ,USA,32.65,-114.617,0.028616009,16.1350289,15.81232832,0,57791.95893,5.22354945,3.063739979,2.159809471
Alturas,CA,USA,41.5,-120.533,0.031482361,14.61591929,14.3236009,0,52357.31053,5.727106737,3.381753215,2.345353521
Arcata Airport,CA,USA,40.983,-124.1,0.054136343,8.382458404,8.214809236,0,30043.88085,9.705099887,5.893354888,3.811745
Bakersfield Meadows Field,CA,USA,35.433,-119.05,0.029907117,15.41312596,15.10486344,0,55212.88261,5.45023371,3.206851596,2.243382114
Beale Afb,CA,USA,39.133,-121.433,0.035534634,12.90023863,12.64223386,0,46214.3435,6.438928997,3.831266332,2.607662665
Bishop Airport,CA,USA,37.367,-118.35,0.024792217,18.72914483,18.35456193,0,67086.01964,4.551575514,2.639291739,1.912283775
Blue Canyon Ap,CA,USA,39.3,-120.717,0.02934063,15.72019898,15.405795,0,56344.82197,5.349103874,3.142427662,2.206676212
Blythe Riverside Co Arpt,CA,USA,33.617,-114.717,0.024789246,18.73154533,18.35691442,0,67091.67378,4.551163208,2.639069314,1.912093894
Burbank-glendale-passadena Ap,CA,USA,34.2,-118.35,0.030370679,15.16922832,14.86584375,0,54333.8249,5.532134305,3.258734607,2.273399698
Camarillo (awos),CA,USA,34.217,-119.083,0.033477177,13.71745941,13.44311022,0,49133.42017,6.07814128,3.603646569,2.47449471
Camp Pendleton Mcas,CA,USA,33.3,-117.35,0.034653756,13.2381851,12.9734214,0,47416.05888,6.284823053,3.734166697,2.550656356
Carlsbad Palomar,CA,USA,33.133,-117.283,0.033818961,13.57429604,13.30281012,0,48620.18856,6.13830816,3.641686354,2.496621806
China Lake Naf,CA,USA,35.683,-117.683,0.02376051,19.57864106,19.18706824,0,70126.42482,4.370362981,2.524862623,1.845500358
Chino Airport,CA,USA,33.967,-117.633,0.032632443,14.08417174,13.80248831,0,50446.70367,5.929644151,3.509832706,2.419811445
Chula Vista Brown Field Naas,CA,USA,32.583,-116.983,0.03053224,15.08683813,14.78510137,0,54037.20332,5.560479482,3.276622454,2.283857029
Concord Concord-buchanan Fiel,CA,USA,38,-122.05,0.034163161,13.43344551,13.1647766,0,48121.52568,6.198315624,3.679423522,2.518892103
Crescent City Faa Ai,CA,USA,41.783,-124.233,0.049784914,9.129974621,8.947375129,0,32715.81636,8.942142687,5.4120398,3.530102887
Daggett Barstow-daggett Ap,CA,USA,34.85,-116.8,0.024220227,19.19108742,18.80726567,0,68738.83223,4.451088363,2.575830547,1.875257816
Edwards Afb,CA,USA,34.9,-117.867,0.026832986,17.24878901,16.90381323,0,61783.1019,4.910214015,2.865824948,2.044389067
Fresno Yosemite Intl Ap,CA,USA,36.783,-119.717,0.030314122,15.19894629,14.89496736,0,54449.53076,5.52153353,3.251809772,2.269723757
Fullerton Municipal,CA,USA,33.867,-117.983,0.034148908,13.43946334,13.17067407,0,48137.12504,6.196209589,3.678231166,2.517978423
Hayward Air Term,CA,USA,37.667,-122.117,0.035527737,12.90271147,12.64465724,0,46218.19257,6.438173709,3.830947262,2.607226446
Imperial,CA,USA,32.833,-115.583,0.024580321,18.89759621,18.51964429,0,67686.56586,4.514444266,2.615874769,1.898569497
Jack Northrop Fld H,CA,USA,33.917,-118.333,0.034917831,13.13471562,12.87202131,0,47045.78988,6.331308498,3.763556006,2.567752492
Lancaster Gen Wm Fox Field,CA,USA,34.733,-118.217,0.024761512,18.75336871,18.37830134,0,67170.3336,4.546277136,2.635978836,1.910298299
Lemoore Reeves Nas,CA,USA,36.333,-119.95,0.029682684,15.53356078,15.22288956,0,55646.50019,5.410714841,3.181862698,2.228852143
Livermore Municipal,CA,USA,37.7,-121.817,0.032209836,14.27488661,13.98938888,0,51138.03756,5.854825889,3.462383455,2.392442434
Lompoc (awos),CA,USA,34.667,-120.467,0.036877266,12.4163233,12.16799683,0,44473.39394,6.675841232,3.981244236,2.694596997
Long Beach Daugherty Fld,CA,USA,33.833,-118.167,0.033747784,13.60531064,13.33320443,0,48730.84043,6.125423078,3.633417288,2.49200579
Los Angeles Intl Arpt,CA,USA,33.933,-118.4,0.035828238,12.792205,12.5363609,0,45819.2656,6.490980206,3.86430146,2.626678746
March Afb,CA,USA,33.9,-117.25,0.027856049,16.59092942,16.25911083,0,59426.31174,5.090097781,2.979480608,2.110617172
Merced Macready Fld,CA,USA,37.283,-120.517,0.030361011,15.17408591,14.87060419,0,54361.04332,5.529864002,3.257102971,2.272761031
Modesto City-county Ap,CA,USA,37.633,-120.95,0.031123648,14.78965287,14.49385981,0,52985.53578,5.663783968,3.341657391,2.322126577
Montague Siskiyou County Ap,CA,USA,41.783,-122.467,0.031324411,14.692162,14.39831876,0,52630.15697,5.699350432,3.364221488,2.335128944
Monterey Naf,CA,USA,36.6,-121.867,0.036511545,12.54498297,12.29408331,0,44934.7539,6.611283882,3.940367577,2.670916304
Mountain View Moffett Fld Nas,CA,USA,37.4,-122.05,0.033324273,13.78232979,13.50668319,0,49369.46863,6.05100748,3.586416619,2.464590861
Napa Co. Airport,CA,USA,38.217,-122.283,0.034278995,13.38674173,13.1190069,0,47958.58108,6.218306894,3.691924745,2.526382149
Needles Airport,CA,USA,34.767,-114.617,0.024372222,19.06573249,18.68441784,0,68289.94807,4.477860314,2.592761997,1.885098318
Oakland Metropolitan Arpt,CA,USA,37.717,-122.217,0.038748897,11.80051092,11.5645007,0,42271.55051,7.004363747,4.188619069,2.815744678
Oxnard Airport,CA,USA,34.2,-119.2,0.032177066,14.29009645,14.00429452,0,51185.25567,5.84952073,3.459189432,2.390331297
Palm Springs Intl,CA,USA,33.833,-116.5,0.02603649,17.79792105,17.44196263,0,63747.61033,4.770340676,2.777509035,1.992831641
Palm Springs Thermal Ap,CA,USA,33.633,-116.167,0.02452757,18.93995337,18.5611543,0,67838.36338,4.505176191,2.610021403,1.895154788
Palmdale Airport,CA,USA,34.633,-118.083,0.024151324,19.24814068,18.86317787,0,68941.92688,4.439041392,2.56824247,1.870798922
Paso Robles Municipal Arpt,CA,USA,35.667,-120.633,0.026755092,17.30072745,16.9547129,0,61967.14327,4.896663333,2.85731351,2.039349822
Point Mugu Nf,CA,USA,34.117,-119.117,0.035424216,12.94192812,12.68308956,0,46355.27449,6.420147393,3.819618402,2.600528991
Porterville (awos),CA,USA,36.033,-119.067,0.030544491,15.0803877,14.77877995,0,54017.99471,5.562433195,3.277787607,2.284645588
Red Bluff Municipal Arpt,CA,USA,40.15,-122.25,0.031719721,14.50248749,14.21243774,0,51955.13601,5.768645285,3.407930653,2.360714632
Redding Municipal Arpt,CA,USA,40.517,-122.317,0.032063168,14.34147569,14.05464618,0,51386.97241,5.828547443,3.4456106,2.382936843
Riverside Muni,CA,USA,33.95,-117.45,0.031643213,14.53930358,14.24851751,0,52076.0743,5.755791639,3.400016299,2.355775341
Sacramento Executive Arpt,CA,USA,38.5,-121.5,0.031585743,14.56708884,14.27574706,0,52189.00038,5.744692041,3.392659389,2.352032652
Sacramento Metropolitan Ap,CA,USA,38.7,-121.583,0.031861422,14.43591592,14.1471976,0,51716.40367,5.793549716,3.423662252,2.369887464
Salinas Municipal Ap,CA,USA,36.667,-121.6,0.034061062,13.47509406,13.20559218,0,48267.6084,6.180575154,3.668287708,2.512287446
San Diego Lindbergh Field,CA,USA,32.733,-117.167,0.031095275,14.80442565,14.50833714,0,53026.89595,5.659353303,3.339050954,2.320302348
San Diego Miramar Nas,CA,USA,32.867,-117.133,0.030624993,15.03944437,14.73865548,0,53867.45093,5.576809888,3.286948048,2.289861839
San Diego Montgomer,CA,USA,32.817,-117.133,0.031721571,14.50216821,14.21212485,0,51943.0649,5.76957056,3.408722625,2.360847936
San Diego North Island Nas,CA,USA,32.7,-117.2,0.03227731,14.24448133,13.9595917,0,51020.09623,5.867209356,3.470387307,2.396822049
San Francisco Intl Ap,CA,USA,37.617,-122.4,0.03680963,12.44083204,12.1920154,0,44561.1,6.663619443,3.973408288,2.690211155
San Jose Intl Ap,CA,USA,37.367,-121.933,0.03293205,13.95171166,13.67267743,0,49975.96017,5.982094538,3.542893153,2.439201385
San Luis Co Rgnl,CA,USA,35.233,-120.633,0.030971874,14.86446331,14.56717404,0,53245.52782,5.637654422,3.325340477,2.312313946
Sandberg,CA,USA,34.75,-118.717,0.024751397,18.7612553,18.38603019,0,67202.82832,4.544344333,2.634704258,1.909640075
Santa Ana John Wayne Ap,CA,USA,33.683,-117.867,0.03545332,12.93064259,12.67202974,0,46314.26126,6.425417307,3.823000827,2.602416481
Santa Barbara Municipal Ap,CA,USA,34.433,-119.85,0.031622138,14.54878071,14.2578051,0,52113.35363,5.751993062,3.397584099,2.354408963
Santa Maria Public Arpt,CA,USA,34.917,-120.467,0.030155212,15.28267832,14.97702475,0,54741.21278,5.493927127,3.234482924,2.259444204
Santa Monica Muni,CA,USA,34.017,-118.45,0.035252202,13.00662147,12.74648904,0,46587.34801,6.389986619,3.800591125,2.589395494
Santa Rosa (awos),CA,USA,38.517,-122.817,0.036015987,12.72165796,12.4672248,0,45578.09664,6.523572017,3.884748727,2.63882329
South Lake Tahoe,CA,USA,38.9,-120,0.02815129,16.40991466,16.08171637,0,58797.74607,5.141039983,3.011332102,2.129707881
Stockton Metropolitan Arpt,CA,USA,37.9,-121.233,0.031493882,14.610115,14.3179127,0,52340.56615,5.728929842,3.382835077,2.346094765
Travis Field Afb,CA,USA,38.267,-121.933,0.033876812,13.55108818,13.28006642,0,48546.39824,6.14756798,3.647221691,2.500346289
Truckee-tahoe,CA,USA,39.317,-120.133,0.032971054,13.93409856,13.65541659,0,49950.86669,5.98634061,3.544672969,2.441667641
Twentynine Palms,CA,USA,34.3,-116.167,0.023239923,20.03742206,19.63667362,0,71768.93133,4.278879836,2.467078601,1.811801235
Ukiah Municipal Ap,CA,USA,39.133,-123.2,0.03222128,14.2693101,13.9839239,0,51120.0434,5.856784256,3.463602205,2.393182051
Van Nuys Airport,CA,USA,34.217,-118.483,0.030034505,15.34490405,15.03800597,0,54962.74582,5.473084835,3.221446029,2.251638805
Visalia Muni (awos),CA,USA,36.317,-119.4,0.028757856,16.05147635,15.73044682,0,57497.80746,5.248403652,3.079413656,2.168989997
Yuba Co,CA,USA,39.1,-121.567,0.031871577,14.4308475,14.14223055,0,51706.42184,5.794857265,3.424323182,2.370534083
Akron Washington Co Ap,CO,USA,40.167,-103.233,0.034219079,13.41041594,13.14220762,0,48063.93828,6.20630248,3.683831982,2.522470498
