City,State,Country,Latitude,Longitude,LCOH from solar field,Solar Field Capacity Factor,% of required energy from solar field,% of required energy from auxiliary resources,Water production,LCOW,CAPEX,OPEX
Kenai Municipal Ap,AK,USA,60.583,-151.233,0.073261699,7.807010755,12.4131471,0,46730.85606,8.741477321,3.788919729,4.952557592
Ketchikan Intl Ap,AK,USA,55.367,-131.717,0.111119315,5.158785049,8.202468227,0,31808.39676,12.91385916,5.566432225,7.347426939
King Salmon Arpt,AK,USA,58.683,-156.65,0.137055105,4.184127178,6.652762212,0,26281.26405,15.72412661,6.737087202,8.987039407
Kodiak Airport,AK,USA,57.75,-152.5,0.105944683,5.382099433,8.557538099,0,32745.93754,12.42906438,5.407061577,7.022002802
Kotzebue Ralph Wein Memorial,AK,USA,66.883,-162.6,0.095252702,6.047074062,9.614847759,0,37135.38182,11.11041815,4.767942483,6.342475662
Lake Hood Seaplane,AK,USA,61.183,-149.967,0.059995892,9.562631688,15.20458438,0,56879.9539,7.225003895,3.11286346,4.112140435
Mcgrath Arpt,AK,USA,62.95,-155.6,0.098933422,5.815419598,9.24651716,0,35752.47393,11.52795088,4.952366276,6.575584602
Mekoryuk,AK,USA,60.367,-166.267,0.15171937,3.763354331,5.983733386,0,23641.26053,17.40557686,7.489409975,9.916166883
Middleton Island Aut,AK,USA,59.467,-146.317,0.079704555,7.170933093,11.40178362,0,43072.35594,9.471320392,4.110744036,5.360576356
Minchumina,AK,USA,63.883,-152.283,0.062505427,9.214677915,14.65133789,0,55105.88682,7.48356641,3.213078136,4.270488274
Nenana Municipal Ap,AK,USA,64.55,-149.1,0.081734801,7.04294147,11.19827694,0,42770.12378,9.627277429,4.139792261,5.487485168
Nome Municipal Arpt,AK,USA,64.517,-165.45,0.099542438,5.764842152,9.166099021,0,35311.66429,11.62906362,5.014188471,6.614875151
Northway Airport,AK,USA,62.967,-141.933,0.116685967,4.923895668,7.828994113,0,30601.14683,13.48464579,5.786033568,7.698612219
Palmer Municipal,AK,USA,61.6,-149.083,0.106510638,5.375478829,8.547011339,0,32972.19631,12.42629836,5.36995785,7.056340514
Petersburg,AK,USA,56.8,-132.95,0.122901231,4.653489033,7.399047563,0,28809.24707,14.23927115,6.145916496,8.093354651
Point Hope (awos),AK,USA,68.35,-166.8,0.101448504,5.679080462,9.029737934,0,35071.38416,11.78272587,5.048541447,6.734184424
Port Heiden,AK,USA,56.95,-158.617,0.153880784,3.716221332,5.908791918,0,23471.28204,17.59545894,7.543647882,10.05181106
Saint Mary`s (awos),AK,USA,62.067,-163.3,0.11668356,4.898858452,7.789184938,0,30168.36773,13.56940818,5.869036604,7.700371573
Sand Point,AK,USA,55.317,-160.517,0.114032909,4.997477152,7.945988672,0,30539.13671,13.33169741,5.797782147,7.533915259
Savoonga,AK,USA,63.683,-170.5,0.119143224,4.804584414,7.639289217,0,29712.86245,13.81439291,5.959010035,7.855382871
Selawik,AK,USA,66.6,-160,0.071016084,8.105071105,12.88706306,0,48785.77792,8.438580301,3.629325718,4.809254582
Seward,AK,USA,60.117,-149.45,0.096995918,5.877132516,9.3446407,0,35564.13106,11.43430708,4.978593271,6.45571381
Shishmaref (awos),AK,USA,66.267,-166.05,0.082713824,6.952453427,11.05440095,0,42185.4577,9.746847657,4.197167255,5.549680402
Sitka Japonski Ap,AK,USA,57.05,-135.367,0.097117273,5.868367111,9.330703706,0,35494.45678,11.45185047,4.988366033,6.46348444
Skagway Airport,AK,USA,59.467,-135.3,0.10066552,5.668191379,9.012424293,0,34435.04313,11.82947976,5.1418355,6.687644258
Sleetmute,AK,USA,61.717,-157.15,0.079979239,7.161283933,11.38644145,0,43131.83049,9.482601589,4.105075739,5.377525851
Soldotna,AK,USA,60.467,-151.033,0.057835852,9.912334946,15.76061256,0,58812.11333,6.986073451,3.010596462,3.975476989
St Paul Island Arpt,AK,USA,57.167,-170.217,0.359263478,1.588110948,2.525096407,0,11237.25288,38.76776517,15.7563657,23.01139947
Talkeetna State Arpt,AK,USA,62.317,-150.1,0.094503255,6.061812663,9.638282135,0,36900.33084,11.09488727,4.798313661,6.296573606
Tanana Ralph M Calhoun Mem Ap,AK,USA,65.167,-152.1,0.12725428,4.52541657,7.195412346,0,28482.6492,14.58203679,6.21638874,8.365648047
Togiac Village Awos,AK,USA,59.05,-160.4,0.085037196,6.722676157,10.68905509,0,40543.52349,10.06520113,4.367143984,5.698057144
Unalakleet Field,AK,USA,63.883,-160.8,0.094802721,6.035236347,9.596025792,0,36662.82776,11.14530657,4.82939722,6.315909346
Valdez Pioneer Fiel,AK,USA,61.133,-146.267,0.122723726,4.656032103,7.403091044,0,28763.55635,14.23822112,6.15567921,8.082541906
Valdez Wso,AK,USA,61.133,-146.35,0.152589864,3.746968194,5.957679428,0,23640.38698,17.45998727,7.489686722,9.970300549
Whittier,AK,USA,60.767,-148.683,0.113883702,5.007647848,7.962160079,0,30652.66958,13.30045178,5.776308106,7.524143677
Wrangell,AK,USA,56.483,-132.367,0.090960431,6.273988841,9.975642257,0,37891.56003,10.74618567,4.672791883,6.073393789
Yakutat State Arpt,AK,USA,59.517,-139.633,0.152759916,3.737675148,5.942903485,0,23496.38943,17.51751715,7.535587048,9.9819301
Anniston Metropolitan Ap,AL,USA,33.583,-85.85,0.054135283,10.57113508,16.80810477,0,62486.93828,6.574848564,2.833545104,3.74130346
Auburn-opelika Apt,AL,USA,32.616,-85.433,0.037089815,15.4849635,24.62109197,0,90565.91421,4.616246768,1.955036257,2.661210512
Birmingham Municipal Ap,AL,USA,33.567,-86.75,0.042805518,13.38673066,21.28490175,0,78557.88579,5.277360727,2.253874506,3.023486221
Cairns Field Fort Rucker,AL,USA,31.267,-85.717,0.04565711,12.54009475,19.93875065,0,73696.53643,5.606767551,2.402549831,3.20421772
Dothan Municipal Ap,AL,USA,31.233,-85.433,0.039950172,14.36288482,22.83698686,0,84183.56376,4.945733118,2.10325654,2.842476577
Gadsen Muni (awos),AL,USA,33.967,-86.083,0.044961368,12.7476744,20.26880229,0,74919.65454,5.5233809,2.363326502,3.160054398
Huntsville Intl Jones Field,AL,USA,34.65,-86.783,0.042268078,13.56219254,21.56388614,0,79553.98725,5.215072716,2.225653609,2.989419107
Maxwell Afb,AL,USA,32.383,-86.35,0.044712001,12.80658123,20.36246416,0,75219.29542,5.498244274,2.353912052,3.144332222
Mobile Downtown Ap,AL,USA,30.633,-88.067,0.038234242,15.00559657,23.85889855,0,87799.1796,4.750431387,2.016643442,2.733787945
Mobile Regional Ap,AL,USA,30.683,-88.25,0.041307172,13.85773785,22.03380318,0,81153.35972,5.110451579,2.181790425,2.928661154
Montgomery Dannelly Field,AL,USA,32.3,-86.4,0.042911,13.34385064,21.21672252,0,78254.16808,5.292868451,2.262622164,3.030246286
Muscle Shoals Regional Ap,AL,USA,34.75,-87.6,0.054454053,10.47946295,16.66234608,0,61766.93749,6.628459156,2.866574934,3.761884222
Troy Af,AL,USA,31.867,-86.017,0.043386489,13.19607649,20.98176162,0,77396.64661,5.348079758,2.28769101,3.060388749
Tuscaloosa Municipal Ap,AL,USA,33.217,-87.617,0.049330134,11.59246854,18.43202498,0,68226.37027,6.032214939,2.595178099,3.43703684
Batesville (awos),AR,USA,35.733,-91.65,0.040597251,14.12211143,22.45415718,0,82719.26197,5.024056796,2.14048848,2.883568316
Bentonville (awos),AR,USA,36.35,-94.217,0.039620121,14.49099682,23.04068495,0,84866.2885,4.907901316,2.08633647,2.821564847
El Dorado Goodwin Field,AR,USA,33.217,-92.817,0.041590728,13.7749806,21.90221915,0,80706.51282,5.140440813,2.193870307,2.946570507
Fayetteville Drake Field,AR,USA,36,-94.167,0.04271243,13.40872959,21.31988004,0,78582.4893,5.27085062,2.253168838,3.017681782
Flippin (awos),AR,USA,36.3,-92.467,0.042175119,13.58614379,21.60196863,0,79632.55585,5.207046137,2.223457695,2.983588442
Fort Smith Regional Ap,AR,USA,35.333,-94.367,0.038035503,15.10287222,24.01356683,0,88377.19193,4.724581069,2.003454027,2.721127042
Harrison Faa Ap,AR,USA,36.267,-93.15,0.045858352,12.47121179,19.82922675,0,73192.61237,5.636202561,2.419091132,3.21711143
Jonesboro Muni,AR,USA,35.833,-90.65,0.043828005,13.07653591,20.7916921,0,76737.8498,5.395624849,2.307330882,3.088293967
Little Rock Adams Field,AR,USA,34.75,-92.233,0.041329257,13.8678871,22.04994048,0,81260.02697,5.10889499,2.178926467,2.929968522
Little Rock Afb,AR,USA,34.917,-92.15,0.049321083,11.58211523,18.41556322,0,68085.44915,6.037147106,2.600549509,3.436597597
Memorial Fld,AR,USA,34.467,-93.1,0.04667187,12.24979328,19.47717131,0,71906.71865,5.731042152,2.462351203,3.268690949
Pine Bluff Faa Ap,AR,USA,34.167,-91.933,0.042966541,13.33366674,21.20053012,0,78177.01183,5.29860641,2.26485524,3.03375117
Rogers (awos),AR,USA,36.367,-94.1,0.035912768,16.01939293,25.47083476,0,93662.00203,4.476946102,1.890410716,2.586535385
Siloam Spring(awos),AR,USA,36.183,-94.483,0.037844496,15.17826033,24.13343393,0,88796.24924,4.703031842,1.993999111,2.709032732
Springdale Muni,AR,USA,36.183,-94.117,0.042658955,13.41978053,21.33745105,0,78628.5081,5.266176529,2.25185013,3.014326399
Stuttgart (awos),AR,USA,34.6,-91.567,0.038704701,14.84101891,23.59722007,0,86897.68268,4.801086813,2.037564549,2.763522264
Texarkana Webb Field,AR,USA,33.45,-94,0.040635325,14.11076166,22.43611105,0,82663.20337,5.027909221,2.141940065,2.885969156
Walnut Ridge (awos),AR,USA,36.133,-90.917,0.042571683,13.47295424,21.42199724,0,79045.57585,5.24859524,2.239968721,3.00862652
Casa Granda (awos),AZ,USA,32.95,-111.767,0.024687871,23.55109741,37.44624488,0,137017.5894,3.167054107,1.292240748,1.87481336
Davis Monthan Afb,AZ,USA,32.167,-110.883,0.026400906,21.94774128,34.89690864,0,127739.1029,3.369592878,1.386104167,1.983488711
Deer Valley Phoenix,AZ,USA,33.683,-112.083,0.025397438,22.87498294,36.37122287,0,133131.2013,3.249765903,1.329964026,1.919801877
Douglas Bisbee-douglas Intl A,AZ,USA,31.467,-109.6,0.025146176,23.06688058,36.67634013,0,134163.7157,3.223671701,1.319728724,1.903942976
Flagstaff Pulliam Arpt,AZ,USA,35.133,-111.667,0.027378389,21.18088259,33.67760332,0,123432.4963,3.479846756,1.434465828,2.045380928
Grand Canyon Natl P,AZ,USA,35.95,-112.15,0.02692722,21.50918301,34.19960099,0,125223.9472,3.430799667,1.413944409,2.016855257
Kingman (amos),AZ,USA,35.267,-113.95,0.02343225,24.92158844,39.62532562,0,145042.6824,3.015836534,1.220742173,1.795094361
Luke Afb,AZ,USA,33.55,-112.367,0.025622018,22.67736275,36.05700678,0,132017.3515,3.275209426,1.341185119,1.934024307
Page Muni (amos),AZ,USA,36.933,-111.45,0.026653537,21.7784839,34.62778939,0,126870.1592,3.395013379,1.395597695,1.999415684
Phoenix Sky Harbor Intl Ap,AZ,USA,33.45,-111.983,0.025410413,22.88143602,36.38148327,0,133224.8483,3.249616306,1.329029162,1.920587144
Prescott Love Field,AZ,USA,34.65,-112.417,0.026499445,21.88875203,34.80311572,0,127455.8222,3.378871639,1.389184891,1.989686748
Safford (amos),AZ,USA,32.817,-109.683,0.024664717,23.55139468,37.44671755,0,136985.5598,3.165923513,1.292542896,1.873380617
Scottsdale Muni,AZ,USA,33.617,-111.917,0.025218982,23.03794489,36.63033238,0,134064.0304,3.22920266,1.320710028,1.908492632
Show Low Municipal,AZ,USA,34.267,-110,0.025489809,22.79442874,36.24314169,0,132706.9266,3.259859297,1.334216024,1.925643273
Tucson International Ap,AZ,USA,32.133,-110.95,0.02524266,23.00730519,36.58161524,0,133874.7723,3.232584955,1.322577108,1.910007848
Winslow Municipal Ap,AZ,USA,35.033,-110.717,0.025069761,23.16182639,36.82730396,0,134748.4999,3.213061134,1.314001344,1.89905979
Yuma Intl Arpt,AZ,USA,32.667,-114.6,0.027439264,21.11685971,33.57580694,0,123016.7501,3.488591378,1.43931373,2.049277648
Yuma Mcas,AZ,USA,32.65,-114.617,0.028201829,20.50058037,32.59592279,0,119408.1914,3.580504624,1.482810275,2.097694348
Alturas,CA,USA,41.5,-120.533,0.030317642,19.09384595,30.35921506,0,111437.7316,3.82056145,1.588866535,2.231694915
Arcata Airport,CA,USA,40.983,-124.1,0.052640422,10.84231431,17.23927975,0,63783.89699,6.422956695,2.775928913,3.647027782
Bakersfield Meadows Field,CA,USA,35.433,-119.05,0.029793987,19.4540499,30.93193934,0,113552.8444,3.75772461,1.559271249,2.198453361
Beale Afb,CA,USA,39.133,-121.433,0.034950011,16.4930906,26.22401405,0,96432.52813,4.361520855,1.836098889,2.525421965
Bishop Airport,CA,USA,37.367,-118.35,0.024325361,23.99477686,38.1516952,0,139744.9913,3.118712544,1.267020114,1.851692431
Blue Canyon Ap,CA,USA,39.3,-120.717,0.028781037,20.19167237,32.10475906,0,117886.0887,3.636105621,1.50195577,2.134149851
Blythe Riverside Co Arpt,CA,USA,33.617,-114.717,0.024428469,23.83861633,37.90339996,0,138763.3306,3.134293274,1.275983453,1.858309821
Burbank-glendale-passadena Ap,CA,USA,34.2,-118.35,0.030261532,19.1128788,30.38947729,0,111505.3775,3.816086444,1.587902634,2.22818381
Camarillo (awos),CA,USA,34.217,-119.083,0.033229554,17.34467884,27.57803936,0,101281.9704,4.164607374,1.748185445,2.416421928
Camp Pendleton Mcas,CA,USA,33.3,-117.35,0.034669557,16.60675521,26.40474078,0,97045.32579,4.332221424,1.824504761,2.507716663
Carlsbad Palomar,CA,USA,33.133,-117.283,0.033737652,17.06957222,27.14061983,0,99688.1198,4.224794404,1.776136055,2.448658349
China Lake Naf,CA,USA,35.683,-117.683,0.023342866,25.0285738,39.79543234,0,145680.7553,3.004808901,1.2153954,1.789413501
Chino Airport,CA,USA,33.967,-117.633,0.032435213,17.79423698,28.29283679,0,103914.3582,4.069911203,1.703899962,2.366011241
Chula Vista Brown Field Naas,CA,USA,32.583,-116.983,0.030475437,18.963894,30.15259146,0,110609.5747,3.842542907,1.600762699,2.241780209
Concord Concord-buchanan Fiel,CA,USA,38,-122.05,0.033922644,17.00649039,27.04031973,0,99391.71336,4.241715822,1.781432851,2.460282971
Crescent City Faa Ai,CA,USA,41.783,-124.233,0.048295707,11.84622539,18.83549838,0,69641.53855,5.913945434,2.54244221,3.371503224
Daggett Barstow-daggett Ap,CA,USA,34.85,-116.8,0.023952671,24.35713564,38.72784567,0,141784.9414,3.076889951,1.248790702,1.828099249
Edwards Afb,CA,USA,34.9,-117.867,0.026360944,22.03041489,35.02835968,0,128303.9901,3.360865065,1.380001536,1.980863529
Fresno Yosemite Intl Ap,CA,USA,36.783,-119.717,0.03020236,19.17505419,30.48833617,0,111922.8223,3.806348409,1.58198015,2.224368259
Fullerton Municipal,CA,USA,33.867,-117.983,0.034176904,16.86347581,26.81292653,0,98541.80648,4.273243638,1.796797401,2.476446238
Hayward Air Term,CA,USA,37.667,-122.117,0.035265139,16.33867223,25.97848884,0,95546.11289,4.398541399,1.853133013,2.545408386
Imperial,CA,USA,32.833,-115.583,0.024284477,23.98676466,38.1389558,0,139612.1853,3.117403304,1.268225365,1.84917794
Jack Northrop Fld H,CA,USA,33.917,-118.333,0.034855954,16.52205505,26.27006753,0,96570.43253,4.352990119,1.833476908,2.51951321
Lancaster Gen Wm Fox Field,CA,USA,34.733,-118.217,0.024479298,23.83118231,37.89157987,0,138800.8863,3.137100635,1.275638208,1.861462427
Lemoore Reeves Nas,CA,USA,36.333,-119.95,0.029513881,19.65644016,31.25373985,0,114779.5175,3.72326008,1.542607,2.18065308
Livermore Municipal,CA,USA,37.7,-121.817,0.03203816,18.04579902,28.69282044,0,105428.2538,4.020192615,1.679432857,2.340759758
Lompoc (awos),CA,USA,34.667,-120.467,0.036960304,15.53859167,24.70636075,0,90842.44481,4.602105673,1.949085,2.653020673
Long Beach Daugherty Fld,CA,USA,33.833,-118.167,0.033934349,16.98202219,27.00141529,0,99189.74613,4.246154333,1.785060148,2.461094185
Los Angeles Intl Arpt,CA,USA,33.933,-118.4,0.035980775,15.96531102,25.38484452,0,93251.89238,4.489679745,1.898724487,2.590955258
March Afb,CA,USA,33.9,-117.25,0.027682711,20.95698845,33.32161163,0,122160.5928,3.514048307,1.449401091,2.064647217
Merced Macready Fld,CA,USA,37.283,-120.517,0.030161619,19.20054881,30.52887261,0,112080.9064,3.801532551,1.579748855,2.221783697
Modesto City-county Ap,CA,USA,37.633,-120.95,0.030892486,18.74255733,29.80066615,0,109467.1756,3.885564757,1.617468238,2.26809652
Montague Siskiyou County Ap,CA,USA,41.783,-122.467,0.030402715,19.04927402,30.2883457,0,111204.8133,3.829255702,1.592194411,2.237061291
Monterey Naf,CA,USA,36.6,-121.867,0.035909041,16.0059885,25.44952172,0,93522.9938,4.479588763,1.893220532,2.58636823
Mountain View Moffett Fld Nas,CA,USA,37.4,-122.05,0.032997249,17.48700289,27.8043346,0,102158.5758,4.134816753,1.733184577,2.401632176
Napa Co. Airport,CA,USA,38.217,-122.283,0.034180442,16.87840592,26.83666541,0,98665.06357,4.271167348,1.794552758,2.47661459
Needles Airport,CA,USA,34.767,-114.617,0.023980248,24.31778716,38.66528158,0,141547.781,3.080745143,1.250883024,1.829862119
Oakland Metropolitan Arpt,CA,USA,37.717,-122.217,0.038495425,14.93260356,23.74283966,0,87421.04288,4.7755953,2.025366354,2.750228946
Oxnard Airport,CA,USA,34.2,-119.2,0.031895617,18.1073406,28.79067155,0,105741.096,4.006246263,1.674464145,2.331782118
Palm Springs Intl,CA,USA,33.833,-116.5,0.025598887,22.70344639,36.09847977,0,132190.9209,3.271969655,1.339424117,1.932545538
Palm Springs Thermal Ap,CA,USA,33.633,-116.167,0.024292659,23.99517553,38.15232909,0,139684.2437,3.117242833,1.26757113,1.849671704
Palmdale Airport,CA,USA,34.633,-118.083,0.023840555,24.48903486,38.93756542,0,142588.9602,3.062715073,1.241749129,1.820965944
Paso Robles Municipal Arpt,CA,USA,35.667,-120.633,0.026615504,21.85453,34.7487027,0,127391.9225,3.386801015,1.389881705,1.99691931
Point Mugu Nf,CA,USA,34.117,-119.117,0.034943867,16.47627554,26.1972781,0,96305.42922,4.363617757,1.838522075,2.525095683
Porterville (awos),CA,USA,36.033,-119.067,0.030375073,19.06600749,30.31495191,0,111303.414,3.826093978,1.59078393,2.235310048
Red Bluff Municipal Arpt,CA,USA,40.15,-122.25,0.031158571,18.56855936,29.52400938,0,108430.1105,3.917935775,1.63293828,2.284997496
Redding Municipal Arpt,CA,USA,40.517,-122.317,0.031467114,18.37970396,29.2237293,0,107320.97,3.954385258,1.64981435,2.304570907
Riverside Muni,CA,USA,33.95,-117.45,0.031530668,18.32781953,29.14123305,0,107006.994,3.963289145,1.654655171,2.308633974
Sacramento Executive Arpt,CA,USA,38.5,-121.5,0.031296884,18.48410961,29.38973428,0,107951.3734,3.933944326,1.640179943,2.293764384
Sacramento Metropolitan Ap,CA,USA,38.7,-121.583,0.031493173,18.37831264,29.22151711,0,107381.7329,3.955050532,1.648880789,2.306169743
Salinas Municipal Ap,CA,USA,36.667,-121.6,0.033952702,16.97973402,26.99777709,0,99183.71013,4.247406704,1.785168781,2.462237923
San Diego Lindbergh Field,CA,USA,32.733,-117.167,0.031350389,18.39757821,29.25214936,0,107281.0445,3.947755353,1.650428342,2.297327011
San Diego Miramar Nas,CA,USA,32.867,-117.133,0.030527156,18.9192191,30.08155838,0,110341.5469,3.849736584,1.604651067,2.245085517
San Diego Montgomer,CA,USA,32.817,-117.133,0.031601459,18.26466528,29.0408178,0,106569.9307,3.974633091,1.661441216,2.313191875
San Diego North Island Nas,CA,USA,32.7,-117.2,0.03223133,17.87730988,28.4249227,0,104298.4206,4.050815129,1.697625627,2.353189502
San Francisco Intl Ap,CA,USA,37.617,-122.4,0.036419662,15.80707019,25.1332416,0,92485.13284,4.533073386,1.914466083,2.618607303
San Jose Intl Ap,CA,USA,37.367,-121.933,0.032700834,17.67045863,28.09602923,0,103256.9767,4.097524843,1.714747764,2.382777079
San Luis Co Rgnl,CA,USA,35.233,-120.633,0.030852999,18.7361034,29.7904044,0,109325.2191,3.885258028,1.619568485,2.265689544
Sandberg,CA,USA,34.75,-118.717,0.024491819,23.84255615,37.90966428,0,138920.9349,3.13675151,1.274535865,1.862215645
Santa Ana John Wayne Ap,CA,USA,33.683,-117.867,0.035475697,16.22351351,25.79538648,0,94850.00548,4.425546938,1.866733205,2.558813733
Santa Barbara Municipal Ap,CA,USA,34.433,-119.85,0.031427564,18.37303887,29.2131318,0,107214.7231,3.953598527,1.651449271,2.302149256
Santa Maria Public Arpt,CA,USA,34.917,-120.467,0.030252637,19.11175657,30.38769294,0,111455.5371,3.816259773,1.588612707,2.227647066
Santa Monica Muni,CA,USA,34.017,-118.45,0.035124238,16.38850234,26.05771873,0,95781.142,4.385128378,1.848585774,2.536542604
Santa Rosa (awos),CA,USA,38.517,-122.817,0.03589899,16.04344296,25.5090743,0,93823.61458,4.472758227,1.88715446,2.585603768
South Lake Tahoe,CA,USA,38.9,-120,0.027316898,21.29908415,33.8655438,0,124234.7816,3.466546668,1.425202319,2.041344348
Stockton Metropolitan Arpt,CA,USA,37.9,-121.233,0.031168231,18.57168133,29.52897331,0,108485.518,3.917683266,1.632104279,2.285578987
Travis Field Afb,CA,USA,38.267,-121.933,0.033475108,17.25701275,27.43865028,0,100904.494,4.186566145,1.754725275,2.43184087
Truckee-tahoe,CA,USA,39.317,-120.133,0.032078587,18.01539551,28.64447886,0,105198.1761,4.026463872,1.683105921,2.34335795
Twentynine Palms,CA,USA,34.3,-116.167,0.022895233,25.53654376,40.60310459,0,148605.4599,2.952504732,1.191475215,1.761029517
Ukiah Municipal Ap,CA,USA,39.133,-123.2,0.031723746,18.22784399,28.98227194,0,106457.0012,3.984039901,1.663203671,2.32083623
Van Nuys Airport,CA,USA,34.217,-118.483,0.030026332,19.27243174,30.64316647,0,112438.6135,3.787979069,1.574723118,2.213255952
Visalia Muni (awos),CA,USA,36.317,-119.4,0.028572544,20.31373365,32.2988365,0,118507.7494,3.615081461,1.49407691,2.121004551
Yuba Co,CA,USA,39.1,-121.567,0.031531154,18.35593091,29.18593015,0,107253.2016,3.959433652,1.650856792,2.30857686
Akron Washington Co Ap,CO,USA,40.167,-103.233,0.033344794,17.28635086,27.48529787,0,100955.5114,4.177556088,1.753838532,2.423717556
