City,State,Country,Latitude,Longitude,LCOH from solar field,Solar Field Capacity Factor,% of required energy from solar field,% of required energy from auxiliary resources,Water production,LCOW,CAPEX,OPEX
Homer Arpt,AK,USA,59.65,-151.483,0.115344806,3.895007617,5.180360131,0,38220.9348,10.4423961,3.188983137,7.25341296
Hoonah,AK,USA,58.083,-135.45,0.101972644,4.410532606,5.866008366,0,43212.82906,9.262469126,2.820595624,6.441873501
Hooper Bay,AK,USA,61.517,-166.15,0.106501185,4.221304607,5.614335127,0,41554.66177,9.649546424,2.93314664,6.716399784
Huslia,AK,USA,65.7,-156.383,0.099738959,4.510370389,5.998792617,0,44956.34956,9.016323495,2.711205819,6.305117675
Hydaburg Seaplane,AK,USA,55.2,-132.833,0.104655418,4.296532702,5.714388494,0,41926.97867,9.512102476,2.907099925,6.605002551
Iliamna Arpt,AK,USA,59.75,-154.917,0.09116705,4.939590252,6.569655035,0,48252.1195,8.312195558,2.526022024,5.786173534
Juneau Int'l Arpt,AK,USA,58.35,-134.583,0.120949669,3.71199984,4.936959787,0,36606.16377,10.92287707,3.329655555,7.593221518
Kake Seaplane Base,AK,USA,56.967,-133.95,0.10381435,4.331572309,5.760991172,0,42438.81058,9.42570093,2.87203894,6.55366199
Kenai Municipal Ap,AK,USA,60.583,-151.233,0.081763911,5.514536079,7.334332985,0,54088.99839,7.468603128,2.253432679,5.215170449
Ketchikan Intl Ap,AK,USA,55.367,-131.717,0.118666156,3.784474519,5.03335111,0,37125.5304,10.73812168,3.283075427,7.455046257
King Salmon Arpt,AK,USA,58.683,-156.65,0.157386353,2.84823912,3.78815803,0,28181.70996,14.12930695,4.325000743,9.804306207
Kodiak Airport,AK,USA,57.75,-152.5,0.116023999,3.872346465,5.150220798,0,37955.5135,10.50600557,3.211283561,7.294722008
Kotzebue Ralph Wein Memorial,AK,USA,66.883,-162.6,0.109854921,4.09143324,5.441606209,0,41034.08343,9.888912188,2.970357965,6.918554223
Lake Hood Seaplane,AK,USA,61.183,-149.967,0.065748458,6.87933291,9.149512771,0,67297.49952,6.054336983,1.811150747,4.243186236
Mcgrath Arpt,AK,USA,62.95,-155.6,0.113490015,3.959956549,5.26674221,0,39581.84213,10.21872353,3.079339161,7.139384373
Mekoryuk,AK,USA,60.367,-166.267,0.16947706,2.642878931,3.515028978,0,26260.41674,15.17909052,4.64143116,10.53765936
Middleton Island Aut,AK,USA,59.467,-146.317,0.087937955,5.12313851,6.813774219,0,50071.95482,8.024347941,2.43421526,5.59013268
Minchumina,AK,USA,63.883,-152.283,0.070367253,6.421477218,8.5405647,0,63412.91837,6.445186786,1.922099151,4.523087635
Nenana Municipal Ap,AK,USA,64.55,-149.1,0.094072172,4.785760416,6.365061354,0,47412.08149,8.532377376,2.570777589,5.961599787
Nome Municipal Arpt,AK,USA,64.517,-165.45,0.112639809,3.989211353,5.3056511,0,39711.60734,10.15739731,3.069276837,7.088120472
Northway Airport,AK,USA,62.967,-141.933,0.134015661,3.347862143,4.45265665,0,33902.64912,11.97899282,3.59517382,8.383819001
Palmer Municipal,AK,USA,61.6,-149.083,0.120187469,3.736190439,4.969133284,0,36836.52699,10.85580196,3.308833012,7.546968944
Petersburg,AK,USA,56.8,-132.95,0.13316035,3.369257459,4.481112421,0,33223.48845,12.0030047,3.668667026,8.334337676
Point Hope (awos),AK,USA,68.35,-166.8,0.119971234,3.743128863,4.978361387,0,37459.15527,10.78645507,3.253835162,7.532619903
Port Heiden,AK,USA,56.95,-158.617,0.17124961,2.615648522,3.478812534,0,25829.301,15.3648502,4.718901087,10.64594911
Saint Mary`s (awos),AK,USA,62.067,-163.3,0.131139761,3.42148764,4.550578561,0,33915.05606,11.80509075,3.593858619,8.21123213
Sand Point,AK,USA,55.317,-160.517,0.125275643,3.583118568,4.765547696,0,35088.1976,11.33008238,3.473701269,7.856381108
Savoonga,AK,USA,63.683,-170.5,0.136324763,3.290232334,4.376009005,0,32915.09174,12.22810223,3.703040463,8.525061764
Selawik,AK,USA,66.6,-160,0.082826325,5.442935838,7.239104664,0,54058.90612,7.533633758,2.254687068,5.27894669
Seward,AK,USA,60.117,-149.45,0.106905871,4.204541093,5.592039654,0,41357.98993,9.688124403,2.947094787,6.741029616
Shishmaref (awos),AK,USA,66.267,-166.05,0.094916213,4.741730054,6.306500972,0,47159.15623,8.59715215,2.584565253,6.012586896
Sitka Japonski Ap,AK,USA,57.05,-135.367,0.10776513,4.171551127,5.548162999,0,40777.40885,9.782689172,2.989054969,6.793634203
Skagway Airport,AK,USA,59.467,-135.3,0.110774282,4.056797095,5.395540137,0,39835.32298,10.03569518,3.059744654,6.975950521
Sleetmute,AK,USA,61.717,-157.15,0.089970333,5.005751096,6.657648957,0,49405.15717,8.17996537,2.467068694,5.712896676
Soldotna,AK,USA,60.467,-151.033,0.064952238,6.965699793,9.264380724,0,68012.68504,5.98704254,1.792105641,4.194936899
St Paul Island Arpt,AK,USA,57.167,-170.217,0.36601816,1.219808319,1.622345064,0,12590.17176,32.13715235,9.681036831,22.45611552
Talkeetna State Arpt,AK,USA,62.317,-150.1,0.106543707,4.220187523,5.612849406,0,41712.50715,9.640720838,2.922047244,6.718673594
Tanana Ralph M Calhoun Mem Ap,AK,USA,65.167,-152.1,0.152111292,2.946963662,3.91946167,0,29811.99807,13.57037495,4.088485323,9.481889625
Togiac Village Awos,AK,USA,59.05,-160.4,0.09383844,4.796777696,6.379714335,0,47107.86616,8.535370174,2.587379274,5.9479909
Unalakleet Field,AK,USA,63.883,-160.8,0.108631452,4.137571267,5.502969785,0,40957.19439,9.821219675,2.975934225,6.84528545
Valdez Pioneer Fiel,AK,USA,61.133,-146.267,0.136659734,3.282275046,4.365425811,0,32571.99704,12.28818137,3.742046163,8.546135202
Valdez Wso,AK,USA,61.133,-146.35,0.167702089,2.670731813,3.552073311,0,26633.46449,15.0059557,4.576419887,10.42953581
Whittier,AK,USA,60.767,-148.683,0.1232101,3.643298993,4.84558766,0,36072.2028,11.10902258,3.378942983,7.730079592
Wrangell,AK,USA,56.483,-132.367,0.096843819,4.646435957,6.179759823,0,45453.81294,8.812200869,2.681533377,6.130667491
Yakutat State Arpt,AK,USA,59.517,-139.633,0.169339262,2.645513992,3.518533609,0,26203.84115,15.18109431,4.651452276,10.52964204
Anniston Metropolitan Ap,AL,USA,33.583,-85.85,0.055193171,8.22009672,10.93272864,0,79767.50046,5.130805359,1.528014741,3.602790618
Auburn-opelika Apt,AL,USA,32.616,-85.433,0.037173722,12.31796576,16.38289446,0,119414.2141,3.529639327,1.020698561,2.508940765
Birmingham Municipal Ap,AL,USA,33.567,-86.75,0.043614303,10.45613472,13.90665918,0,101288.2689,4.103298819,1.203356695,2.899942124
Cairns Field Fort Rucker,AL,USA,31.267,-85.717,0.046444583,9.804307046,13.03972837,0,95075.0188,4.353722193,1.281997291,3.071724902
Dothan Municipal Ap,AL,USA,31.233,-85.433,0.04048233,11.2857283,15.01001863,0,109433.1214,3.82357832,1.113793658,2.709784662
Gadsen Muni (awos),AL,USA,33.967,-86.083,0.045809176,9.942952509,13.22412684,0,96392.72099,4.297634545,1.264472206,3.033162339
Huntsville Intl Jones Field,AL,USA,34.65,-86.783,0.042963129,10.61882519,14.1230375,0,102892.6182,4.044995967,1.184593401,2.860402567
Maxwell Afb,AL,USA,32.383,-86.35,0.045481916,10.01654251,13.32200153,0,97092.85071,4.268653008,1.255354186,3.013298822
Mobile Downtown Ap,AL,USA,30.633,-88.067,0.038878195,11.76376447,15.64580674,0,113997.8847,3.681616106,1.069194546,2.612421559
Mobile Regional Ap,AL,USA,30.683,-88.25,0.041695959,10.94886005,14.56198386,0,105930.7974,3.934141309,1.150618324,2.783522986
Montgomery Dannelly Field,AL,USA,32.3,-86.4,0.043414826,10.50587708,13.97281652,0,101819.2614,4.084897719,1.197081131,2.887816588
Muscle Shoals Regional Ap,AL,USA,34.75,-87.6,0.055208903,8.217458275,10.92921951,0,79745.45265,5.132182305,1.528437202,3.603745103
Troy Af,AL,USA,31.867,-86.017,0.043589713,10.4611992,13.91339494,0,101417.0622,4.100256996,1.201828507,2.898428488
Tuscaloosa Municipal Ap,AL,USA,33.217,-87.617,0.049979514,9.095340112,12.09680235,0,88215.50585,4.667996538,1.381683587,3.286312951
Batesville (awos),AR,USA,35.733,-91.65,0.041304737,11.05457121,14.70257972,0,107123.7551,3.897534053,1.137804742,2.759729312
Bentonville (awos),AR,USA,36.35,-94.217,0.040819172,11.18950396,14.88204027,0,108296.3627,3.855772296,1.125484859,2.730287437
El Dorado Goodwin Field,AR,USA,33.217,-92.817,0.041987975,10.8699054,14.45697419,0,105431.2743,3.95725008,1.156069841,2.801180239
Fayetteville Drake Field,AR,USA,36,-94.167,0.0439427,10.37489257,13.79860712,0,100370.366,4.134282649,1.214361584,2.919921065
Flippin (awos),AR,USA,36.3,-92.467,0.042939397,10.62319666,14.12885156,0,103103.5972,4.041087426,1.182169389,2.858918037
Fort Smith Regional Ap,AR,USA,35.333,-94.367,0.038530947,11.87243234,15.79033501,0,114657.3101,3.654478298,1.063045317,2.591432981
Harrison Faa Ap,AR,USA,36.267,-93.15,0.046819365,9.723062911,12.93167367,0,94232.78605,4.387953798,1.293455512,3.094498286
Jonesboro Muni,AR,USA,35.833,-90.65,0.044806685,10.17044307,13.52668928,0,98541.80366,4.209218991,1.236895531,2.97232346
Little Rock Adams Field,AR,USA,34.75,-92.233,0.041936471,10.88501298,14.47706726,0,105556.6602,3.952752262,1.154696599,2.798055663
Little Rock Afb,AR,USA,34.917,-92.15,0.050697081,8.965212582,11.92373273,0,86950.56507,4.731653508,1.401784065,3.329869443
Memorial Fld,AR,USA,34.467,-93.1,0.047539507,9.57224295,12.73108312,0,92725.99496,4.45270637,1.314474076,3.138232294
Pine Bluff Faa Ap,AR,USA,34.167,-91.933,0.043423972,10.50147689,13.96696427,0,101967.6553,4.08366078,1.195339014,2.888321766
Rogers (awos),AR,USA,36.367,-94.1,0.036666899,12.49308533,16.61580349,0,121007.7825,3.485452177,1.007256839,2.478195338
Siloam Spring(awos),AR,USA,36.183,-94.483,0.038820267,11.78071921,15.66835655,0,114021.6513,3.677911973,1.068971683,2.60894029
Springdale Muni,AR,USA,36.183,-94.117,0.04382653,10.40323443,13.83630179,0,100788.737,4.122145605,1.209320805,2.9128248
Stuttgart (awos),AR,USA,34.6,-91.567,0.039372159,11.6122732,15.44432335,0,112555.4155,3.725298905,1.082896953,2.642401952
Texarkana Webb Field,AR,USA,33.45,-94,0.041275961,11.06183412,14.71223937,0,106956.1693,3.897634873,1.139587527,2.758047346
Walnut Ridge (awos),AR,USA,36.133,-90.917,0.043591061,10.46096452,13.91308281,0,101479.5011,4.099579918,1.20108904,2.898490878
Casa Granda (awos),AZ,USA,32.95,-111.767,0.025058348,18.52668649,24.64049304,0,176753.9325,2.463320034,0.689579659,1.773740374
Davis Monthan Afb,AZ,USA,32.167,-110.883,0.026842023,17.24729977,22.93890869,0,163256.5266,2.628777525,0.746591387,1.882186139
Deer Valley Phoenix,AZ,USA,33.683,-112.083,0.025780592,17.98625802,23.92172317,0,171738.9691,2.527294567,0.70971613,1.817578437
Douglas Bisbee-douglas Intl A,AZ,USA,31.467,-109.6,0.02557983,18.13326897,24.11724773,0,170322.5108,2.5212986,0.715618364,1.805680236
Flagstaff Pulliam Arpt,AZ,USA,35.133,-111.667,0.028285325,16.3349759,21.72551794,0,152751.8488,2.768001995,0.797934149,1.970067846
Grand Canyon Natl P,AZ,USA,35.95,-112.15,0.028049086,16.47672216,21.91404047,0,153863.9048,2.747916388,0.792167057,1.955749331
Kingman (amos),AZ,USA,35.267,-113.95,0.023920976,19.44628446,25.86355833,0,182660.1221,2.372223211,0.667282575,1.704940637
Luke Afb,AZ,USA,33.55,-112.367,0.025994576,17.83229265,23.71694922,0,170423.2802,2.545749682,0.715195227,1.830554455
Page Muni (amos),AZ,USA,36.933,-111.45,0.027409666,16.87607955,22.44518581,0,159856.0076,2.679114978,0.762473168,1.91664181
Phoenix Sky Harbor Intl Ap,AZ,USA,33.45,-111.983,0.025640591,18.08914582,24.05856394,0,170668.2372,2.523458418,0.71416872,1.809289698
Prescott Love Field,AZ,USA,34.65,-112.417,0.027347278,16.91696832,22.49956787,0,159045.2938,2.679355476,0.766359781,1.912995695
Safford (amos),AZ,USA,32.817,-109.683,0.025097528,18.49663474,24.6005242,0,174420.5387,2.475126669,0.69880484,1.77632183
Scottsdale Muni,AZ,USA,33.617,-111.917,0.025581303,18.13235329,24.11602988,0,173108.7117,2.509581129,0.70410042,1.80548071
Show Low Municipal,AZ,USA,34.267,-110,0.026313762,17.60720922,23.41758826,0,164082.0929,2.593231574,0.74283497,1.850396604
Tucson International Ap,AZ,USA,32.133,-110.95,0.025531873,18.16937929,24.16527446,0,171264.0638,2.514388627,0.711684132,1.802704495
Winslow Municipal Ap,AZ,USA,35.033,-110.717,0.025813634,17.96251063,23.89013914,0,169055.6536,2.540823582,0.720981014,1.819842568
Yuma Intl Arpt,AZ,USA,32.667,-114.6,0.027788619,16.63798698,22.12852269,0,159055.8919,2.705783581,0.766308717,1.939474864
Yuma Mcas,AZ,USA,32.65,-114.617,0.028629442,16.13150519,21.4549019,0,154876.275,2.777430165,0.786988947,1.990441218
Alturas,CA,USA,41.5,-120.533,0.031497189,14.61272735,19.43492737,0,139629.25,3.037579876,0.872925383,2.164654493
Arcata Airport,CA,USA,40.983,-124.1,0.054162199,8.380627777,11.14623494,0,80727.15356,5.050328482,1.509850294,3.540478187
Bakersfield Meadows Field,CA,USA,35.433,-119.05,0.029921178,15.40975993,20.49498071,0,147091.3734,2.897627543,0.828640822,2.068986721
Beale Afb,CA,USA,39.133,-121.433,0.035551435,12.89742136,17.15357041,0,124639.5971,3.388440601,0.977906856,2.410533746
Bishop Airport,CA,USA,37.367,-118.35,0.024803789,18.72505458,24.90432259,0,174607.7614,2.456734283,0.698055548,1.758678735
Blue Canyon Ap,CA,USA,39.3,-120.717,0.029354417,15.71676586,20.9032986,0,149223.9423,2.851483642,0.816798663,2.034684979
Blythe Riverside Co Arpt,CA,USA,33.617,-114.717,0.024800816,18.72745454,24.90751454,0,178856.0146,2.439560926,0.681475078,1.758085848
Burbank-glendale-passadena Ap,CA,USA,34.2,-118.35,0.030384966,15.16591555,20.17066768,0,146570.2692,2.928474553,0.831586905,2.096887648
Camarillo (awos),CA,USA,34.217,-119.083,0.033492976,13.71446367,18.24023668,0,131236.107,3.214550312,0.928752912,2.2857974
Camp Pendleton Mcas,CA,USA,33.3,-117.35,0.034670127,13.23529403,17.60294106,0,128097.9257,3.308501062,0.951505779,2.356995284
Carlsbad Palomar,CA,USA,33.133,-117.283,0.033834928,13.57133158,18.04987101,0,131098.9973,3.236063015,0.929724247,2.306338768
China Lake Naf,CA,USA,35.683,-117.683,0.02377158,19.57436534,26.03390591,0,184450.9627,2.356618795,0.660803906,1.695814889
Chino Airport,CA,USA,33.967,-117.633,0.032647831,14.08109594,18.7278576,0,136244.3282,3.12884796,0.894612775,2.234235185
Chula Vista Brown Field Naas,CA,USA,32.583,-116.983,0.030546606,15.08354335,20.06111265,0,145265.6428,2.945828111,0.839055362,2.106772749
Concord Concord-buchanan Fiel,CA,USA,38,-122.05,0.034179295,13.43051179,17.86258069,0,130237.8102,3.26302647,0.935871974,2.327154496
Crescent City Faa Ai,CA,USA,41.783,-124.233,0.049808653,9.127980738,12.14021438,0,88184.80704,4.65823786,1.382164577,3.276073283
Daggett Barstow-daggett Ap,CA,USA,34.85,-116.8,0.02423152,19.18689632,25.51857211,0,180154.2183,2.400369649,0.676564322,1.723805327
Edwards Afb,CA,USA,34.9,-117.867,0.026845551,17.24502209,22.93587937,0,164142.2547,2.624859856,0.742562704,1.882297152
Fresno Yosemite Intl Ap,CA,USA,36.783,-119.717,0.030328382,15.195627,20.21018391,0,145623.6179,2.930620524,0.836992779,2.093627746
Fullerton Municipal,CA,USA,33.867,-117.983,0.034165035,13.43652833,17.87058268,0,129977.0776,3.264095132,0.937749323,2.326345808
Hayward Air Term,CA,USA,37.667,-122.117,0.035544534,12.89989368,17.1568586,0,125015.9282,3.385009208,0.974963097,2.410046112
Imperial,CA,USA,32.833,-115.583,0.02459179,18.89346917,25.128314,0,181311.1394,2.417560844,0.672247259,1.745313585
Jack Northrop Fld H,CA,USA,33.917,-118.333,0.034934331,13.13184716,17.46535673,0,127217.4025,3.331103697,0.958091536,2.373012161
Lancaster Gen Wm Fox Field,CA,USA,34.733,-118.217,0.024773068,18.7492732,24.93653336,0,178724.7918,2.438408922,0.681975429,1.756433493
Lemoore Reeves Nas,CA,USA,36.333,-119.95,0.029696637,15.53016843,20.65512402,0,149923.1696,2.868112119,0.812989192,2.055122927
Livermore Municipal,CA,USA,37.7,-121.817,0.032225019,14.27176916,18.98145298,0,138115.6484,3.091055149,0.882491723,2.208563426
Lompoc (awos),CA,USA,34.667,-120.467,0.036894721,12.4136117,16.51010356,0,119373.0397,3.513260154,1.021050623,2.492209531
Long Beach Daugherty Fld,CA,USA,33.833,-118.167,0.033763714,13.60233941,18.09111141,0,130652.6076,3.235046094,0.932900757,2.302145337
Los Angeles Intl Arpt,CA,USA,33.933,-118.4,0.03584518,12.78941134,17.00991708,0,123720.7291,3.413509769,0.985169724,2.428340045
March Afb,CA,USA,33.9,-117.25,0.027869112,16.58730615,22.06111719,0,159275.4952,2.70953019,0.765252159,1.944278031
Merced Macready Fld,CA,USA,37.283,-120.517,0.030375294,15.17077208,20.17712686,0,146763.287,2.926773201,0.830493232,2.096279969
Modesto City-county Ap,CA,USA,37.633,-120.95,0.031138303,14.78642298,19.66594256,0,143068.9472,2.994534924,0.851938306,2.142596618
Montague Siskiyou County Ap,CA,USA,41.783,-122.467,0.031339162,14.6889534,19.53630802,0,140553.5884,3.022214008,0.867184665,2.155029342
Monterey Naf,CA,USA,36.6,-121.867,0.036528821,12.54224329,16.68118358,0,120620.9106,3.480478901,1.010487451,2.46999145
Mountain View Moffett Fld Nas,CA,USA,37.4,-122.05,0.033339998,13.77931989,18.32649546,0,133273.0129,3.19082196,0.914558123,2.276263837
Napa Co. Airport,CA,USA,38.217,-122.283,0.034295185,13.38381821,17.80047822,0,129747.8707,3.273602134,0.93940591,2.334196224
Needles Airport,CA,USA,34.767,-114.617,0.02438359,19.06156879,25.35188649,0,180587.5891,2.407829633,0.674940715,1.732888918
Oakland Metropolitan Arpt,CA,USA,37.717,-122.217,0.038767264,11.79793382,15.69125198,0,114330.138,3.671775379,1.066087373,2.605688006
Oxnard Airport,CA,USA,34.2,-119.2,0.032192232,14.28697566,19.00167762,0,138101.0977,3.089183254,0.882584705,2.206598549
Palm Springs Intl,CA,USA,33.833,-116.5,0.026048667,17.79403419,23.66606548,0,170145.268,2.550192957,0.716363834,1.833829123
Palm Springs Thermal Ap,CA,USA,33.633,-116.167,0.024539013,18.93581711,25.18463676,0,180908.718,2.41592698,0.673742636,1.742184344
Palmdale Airport,CA,USA,34.633,-118.083,0.024162584,19.24393712,25.59443636,0,183243.7591,2.384541241,0.665157259,1.719383982
Paso Robles Municipal Arpt,CA,USA,35.667,-120.633,0.026767619,17.29694916,23.00494238,0,165782.9828,2.612651171,0.735213678,1.877437493
Point Mugu Nf,CA,USA,34.117,-119.117,0.035440963,12.93910175,17.20900533,0,125001.3701,3.378911327,0.975076645,2.403834682
Porterville (awos),CA,USA,36.033,-119.067,0.030558863,15.0770943,20.05253542,0,145310.9754,2.946295232,0.838793602,2.10750163
Red Bluff Municipal Arpt,CA,USA,40.15,-122.25,0.031734665,14.49932032,19.28409602,0,139856.3965,3.050375223,0.871507629,2.178867594
Redding Municipal Arpt,CA,USA,40.517,-122.317,0.03207828,14.33834368,19.0699971,0,137600.1329,3.085639732,0.885797957,2.199841775
Riverside Muni,CA,USA,33.95,-117.45,0.031658119,14.53612835,19.3330507,0,140413.2275,3.042239976,0.868051527,2.174188449
Sacramento Executive Arpt,CA,USA,38.5,-121.5,0.031600621,14.56390756,19.36999705,0,139126.9471,3.047016168,0.876076987,2.170939181
Sacramento Metropolitan Ap,CA,USA,38.7,-121.583,0.031876435,14.43276332,19.19557521,0,139515.7921,3.06106228,0.873635269,2.187427011
Salinas Municipal Ap,CA,USA,36.667,-121.6,0.034077146,13.47215126,17.91796117,0,129642.3634,3.261303437,0.94017043,2.321133007
San Diego Lindbergh Field,CA,USA,32.733,-117.167,0.031109914,14.80119252,19.68558605,0,141036.9023,3.005413127,0.864212944,2.141200183
San Diego Miramar Nas,CA,USA,32.867,-117.133,0.030639403,15.03615992,19.99809269,0,145306.6726,2.951153106,0.838818441,2.112334666
San Diego Montgomer,CA,USA,32.817,-117.133,0.031736516,14.4990011,19.28367146,0,139473.2347,3.052940364,0.873901841,2.179038524
San Diego North Island Nas,CA,USA,32.7,-117.2,0.032292525,14.24137051,18.94102278,0,137563.6521,3.098735195,0.886032863,2.212702332
San Francisco Intl Ap,CA,USA,37.617,-122.4,0.03682705,12.43811512,16.54269311,0,119624.2554,3.507002065,1.018906376,2.488095689
San Jose Intl Ap,CA,USA,37.367,-121.933,0.032947584,13.94866479,18.55172417,0,135101.9786,3.154586604,0.902177139,2.252409465
San Luis Co Rgnl,CA,USA,35.233,-120.633,0.030986454,14.8612171,19.76541874,0,143320.5787,2.98389086,0.850442537,2.133448322
Sandberg,CA,USA,34.75,-118.717,0.024762949,18.75715806,24.94702022,0,178373.8501,2.439177067,0.683317182,1.755859886
Santa Ana John Wayne Ap,CA,USA,33.683,-117.867,0.035470081,12.9278187,17.19399887,0,125037.5544,3.380369219,0.97479447,2.40557475
Santa Barbara Municipal Ap,CA,USA,34.433,-119.85,0.031637035,14.54560343,19.34565256,0,139950.4544,3.043917036,0.870921906,2.17299513
Santa Maria Public Arpt,CA,USA,34.917,-120.467,0.030169394,15.27934075,20.3215232,0,146015.8433,2.9187767,0.834744462,2.084032238
Santa Monica Muni,CA,USA,34.017,-118.45,0.035268865,13.00378097,17.29502869,0,125846.846,3.36187083,0.968525795,2.393345035
Santa Rosa (awos),CA,USA,38.517,-122.817,0.036033023,12.71887968,16.91610998,0,123211.5079,3.428953774,0.989241335,2.439712439
South Lake Tahoe,CA,USA,38.9,-120,0.028164498,16.40633095,21.82042016,0,153129.1345,2.758737241,0.795968167,1.962769074
Stockton Metropolitan Arpt,CA,USA,37.9,-121.233,0.031508716,14.60692431,19.42720933,0,141326.7536,3.027524476,0.862440504,2.165083972
Travis Field Afb,CA,USA,38.267,-121.933,0.033892806,13.54812877,18.01901126,0,131231.7225,3.238571902,0.928783942,2.30978796
Truckee-tahoe,CA,USA,39.317,-120.133,0.032986608,13.93105551,18.52830383,0,132592.245,3.174431587,0.919253735,2.255177851
Twentynine Palms,CA,USA,34.3,-116.167,0.02325074,20.03304612,26.64395133,0,189157.7848,2.308514494,0.644361091,1.664153403
Ukiah Municipal Ap,CA,USA,39.133,-123.2,0.032236469,14.26619385,18.97403782,0,137744.2798,3.094180889,0.884870985,2.209309904
Van Nuys Airport,CA,USA,34.217,-118.483,0.030048629,15.34155289,20.40426534,0,147957.9263,2.900300138,0.823787678,2.07651246
Visalia Muni (awos),CA,USA,36.317,-119.4,0.028771358,16.0479709,21.34380129,0,153099.072,2.795309069,0.796124463,1.999184606
Yuba Co,CA,USA,39.1,-121.567,0.031886595,14.42769598,19.18883566,0,139487.4552,3.061853796,0.873812748,2.188041048
Akron Washington Co Ap,CO,USA,40.167,-103.233,0.034235241,13.40748727,17.83195806,0,128275.9,3.281054723,0.950185628,2.330869096
