City,State,Country,Latitude,Longitude,LCOH from solar field,Solar Field Capacity Factor,% of required energy from solar field,% of required energy from auxiliary resources,Water production,LCOW,CAPEX,OPEX
Dutch Harbor,AK,USA,53.9,-166.55,0.200662327,2.23387643,3.551863524,0,12985.99254,26.7353528,13.63457413,13.10077867
Emmonak,AK,USA,62.783,-164.5,0.079952823,5.667417085,9.011193166,0,33003.07296,10.76979391,5.364933899,5.404860013
Fairbanks Eielson A,AK,USA,64.65,-147.1,0.081600023,5.559660206,8.839859727,0,32435.21105,10.96830384,5.458860595,5.509443242
Fairbanks Intl Arpt,AK,USA,64.817,-147.85,0.063484786,7.179471447,11.4153596,0,41860.30708,8.584537439,4.229768742,4.354768697
Fort Yukon,AK,USA,66.567,-145.267,0.050672808,9.046079384,14.38326622,0,52748.08447,6.894739478,3.356700201,3.538039277
Gambell,AK,USA,63.783,-171.75,0.101001047,4.473762014,7.113281601,0,26087.03627,13.53359896,6.787247153,6.746351803
Gulkana Intermediate Field,AK,USA,62.15,-145.45,0.069182596,6.571149804,10.44812819,0,38283.02896,9.343158705,4.625009664,4.718149041
Gustavus,AK,USA,58.417,-135.7,0.069095262,6.564578274,10.43767946,0,38148.06492,9.354467387,4.641372443,4.713094945
Hayes River,AK,USA,61.983,-152.083,0.090669043,4.990086983,7.934238303,0,29079.59919,12.17662128,6.0887783,6.087842982
Healy River Airport,AK,USA,63.883,-149.017,0.132327332,3.406274608,5.415976627,0,19891.78003,17.64395051,8.901111467,8.74283904
Homer Arpt,AK,USA,59.65,-151.483,0.07787482,5.813567449,9.243572243,0,33786.79839,10.51327569,5.240488173,5.272787521
Hoonah,AK,USA,58.083,-135.45,0.072841518,6.223050946,9.894651004,0,36174.6342,9.846432725,4.894572007,4.951860717
Hooper Bay,AK,USA,61.517,-166.15,0.071858681,6.312302184,10.03656047,0,36712.97388,9.711898,4.822800782,4.889097218
Huslia,AK,USA,65.7,-156.383,0.065692232,6.933880825,11.02487051,0,40440.3859,8.873725245,4.378281751,4.495443494
Hydaburg Seaplane,AK,USA,55.2,-132.833,0.073868209,6.134666789,9.754120194,0,35655.47574,9.983178357,4.965838799,5.017339557
Iliamna Arpt,AK,USA,59.75,-154.917,0.064593082,7.031516963,11.18011197,0,40861.53815,8.759216141,4.333155728,4.426060413
Juneau Int'l Arpt,AK,USA,58.35,-134.583,0.087137888,5.186297398,8.246212864,0,30148.39239,11.73623637,5.872925223,5.863311149
Kake Seaplane Base,AK,USA,56.967,-133.95,0.075910142,5.966778149,9.487177257,0,34677.49607,10.25341366,5.105885686,5.147527971
Kenai Municipal Ap,AK,USA,60.583,-151.233,0.057981071,7.851023122,12.48312676,0,45629.38456,7.884894007,3.880382238,4.00451177
Ketchikan Intl Ap,AK,USA,55.367,-131.717,0.083457027,5.418031568,8.614670193,0,31486.74311,11.2519898,5.623296079,5.628693725
King Salmon Arpt,AK,USA,58.683,-156.65,0.100822673,4.474604993,7.114621939,0,26002.81612,13.54499629,6.809230187,6.735766107
Kodiak Airport,AK,USA,57.75,-152.5,0.08284848,5.459689641,8.68090653,0,31727.33818,11.17052708,5.580653579,5.589873497
Kotzebue Ralph Wein Memorial,AK,USA,66.883,-162.6,0.072701549,6.253427572,9.94294984,0,36483.57131,9.79532987,4.85312566,4.94220421
Lake Hood Seaplane,AK,USA,61.183,-149.967,0.048328735,9.465290887,15.04981251,0,55036.23681,6.606219468,3.217144376,3.389075092
Mcgrath Arpt,AK,USA,62.95,-155.6,0.075269338,6.033142652,9.592696817,0,35170.20307,10.14039404,5.03435643,5.106037614
Mekoryuk,AK,USA,60.367,-166.267,0.113247662,3.977257283,6.323839081,0,23112.63004,15.18864238,7.660706505,7.527935877
Middleton Island Aut,AK,USA,59.467,-146.317,0.062915029,7.222667346,11.48404108,0,41972.35089,8.537558999,4.21847754,4.319081459
Minchumina,AK,USA,63.883,-152.283,0.050618019,9.048433463,14.38700921,0,52719.66805,6.893183632,3.358509492,3.53467414
Nenana Municipal Ap,AK,USA,64.55,-149.1,0.063150053,7.211919106,11.46695138,0,42012.86334,8.548011455,4.214409728,4.333601727
Nome Municipal Arpt,AK,USA,64.517,-165.45,0.076699383,5.916590731,9.407379263,0,34483.61807,10.33185577,5.134592536,5.197263236
Northway Airport,AK,USA,62.967,-141.933,0.088994273,5.089908428,8.092954401,0,29698.10082,11.94276125,5.96197199,5.980789263
Palmer Municipal,AK,USA,61.6,-149.083,0.081247157,5.573578186,8.861989316,0,32438.54234,10.94578909,5.458299998,5.487489097
Petersburg,AK,USA,56.8,-132.95,0.092313996,4.891387414,7.777305988,0,28428.31634,12.42160408,6.228269604,6.193334471
Point Hope (awos),AK,USA,68.35,-166.8,0.076648424,5.924914454,9.420613983,0,34566.9335,10.31602684,5.122216849,5.193809988
Port Heiden,AK,USA,56.95,-158.617,0.113263161,3.977145473,6.323661302,0,23111.98029,15.18982644,7.660921872,7.528904573
Saint Mary`s (awos),AK,USA,62.067,-163.3,0.090136213,5.015252089,7.974250822,0,29185.22865,12.12094616,6.066741394,6.05420477
Sand Point,AK,USA,55.317,-160.517,0.088773798,5.089199546,8.091827279,0,29574.34683,11.95457371,5.986919803,5.967653911
Savoonga,AK,USA,63.683,-170.5,0.090927436,4.973707263,7.908194548,0,28969.53389,12.21635357,6.1119116,6.104441966
Selawik,AK,USA,66.6,-160,0.056740872,8.050429088,12.80018225,0,46923.34826,7.69831165,3.773376595,3.924935056
Seward,AK,USA,60.117,-149.45,0.076602488,5.910726423,9.398055013,0,34351.59323,10.34601865,5.154326461,5.191692192
Shishmaref (awos),AK,USA,66.267,-166.05,0.065057691,6.996208915,11.12397217,0,40765.98194,8.798496142,4.3433127,4.455183442
Sitka Japonski Ap,AK,USA,57.05,-135.367,0.076497439,5.919969775,9.412751942,0,34402.75732,10.3316449,5.146660922,5.184983975
Skagway Airport,AK,USA,59.467,-135.3,0.078400528,5.774933587,9.182144404,0,33572.44205,10.58019364,5.273948012,5.306245623
Sleetmute,AK,USA,61.717,-157.15,0.063627289,7.14515069,11.3607896,0,41555.05735,8.625183291,4.260839152,4.364344139
Soldotna,AK,USA,60.467,-151.033,0.046712432,9.796203473,15.57596352,0,56929.28287,6.39627902,3.110166183,3.286112837
St Paul Island Arpt,AK,USA,57.167,-170.217,0.237529129,1.885698542,2.998260682,0,10961.37234,31.60400358,16.15292507,15.45107851
Talkeetna State Arpt,AK,USA,62.317,-150.1,0.073073796,6.210441182,9.87460148,0,36151.99515,9.864011387,4.897637071,4.966374317
Tanana Ralph M Calhoun Mem Ap,AK,USA,65.167,-152.1,0.093897937,4.824296932,7.670632122,0,28188.61799,12.57427273,6.28123072,6.293042015
Togiac Village Awos,AK,USA,59.05,-160.4,0.067259374,6.746767228,10.72735989,0,39206.80102,9.112094388,4.516037656,4.596056732
Unalakleet Field,AK,USA,63.883,-160.8,0.074678655,6.076847078,9.662186855,0,35394.56701,10.071019,5.00244405,5.068574951
Valdez Pioneer Fiel,AK,USA,61.133,-146.267,0.093524156,4.834726809,7.687215626,0,28169.25162,12.55544873,6.285549053,6.269899676
Valdez Wso,AK,USA,61.133,-146.35,0.112441502,4.008078025,6.37284406,0,23322.18131,15.06810056,7.59187487,7.476225691
Whittier,AK,USA,60.767,-148.683,0.088892315,5.083751564,8.083164986,0,29563.76548,11.96413519,5.989062611,5.975072578
Wrangell,AK,USA,56.483,-132.367,0.071537605,6.336521471,10.07506914,0,36822.78165,9.677220841,4.808418936,4.868801906
Yakutat State Arpt,AK,USA,59.517,-139.633,0.113457649,3.972171792,6.315753149,0,23104.00168,15.2046261,7.66356744,7.541058656
Anniston Metropolitan Ap,AL,USA,33.583,-85.85,0.043698735,10.48997188,16.67905529,0,60959.30487,5.998545358,2.904553314,3.093992044
Auburn-opelika Apt,AL,USA,32.616,-85.433,0.031590042,14.67404216,23.33172703,0,85273.76617,4.398392255,2.076366997,2.322025259
Birmingham Municipal Ap,AL,USA,33.567,-86.75,0.035759461,12.90285047,20.51553225,0,74981.02038,4.949227633,2.361392315,2.587835318
Cairns Field Fort Rucker,AL,USA,31.267,-85.717,0.037765687,12.19431051,19.38895371,0,70863.5543,5.214336987,2.498598797,2.71573819
Dothan Municipal Ap,AL,USA,31.233,-85.433,0.033349488,13.87074114,22.05447841,0,80605.6248,4.630809568,2.196616206,2.434193362
Gadsen Muni (awos),AL,USA,33.967,-86.083,0.037557544,12.26406008,19.49985553,0,71268.88287,5.186857528,2.484388499,2.702469028
Huntsville Intl Jones Field,AL,USA,34.65,-86.783,0.035491788,13.0042244,20.67671679,0,75570.12437,4.913752216,2.342984196,2.570768019
Maxwell Afb,AL,USA,32.383,-86.35,0.036937713,12.4765436,19.83770433,0,72503.66672,5.10503262,2.442077832,2.662954788
Mobile Downtown Ap,AL,USA,30.633,-88.067,0.032348025,14.31698142,22.76400046,0,83198.8155,4.498498479,2.128150834,2.370347645
Mobile Regional Ap,AL,USA,30.683,-88.25,0.034937275,13.21776664,21.01624895,0,76811.06062,4.840549494,2.305131702,2.535417792
Montgomery Dannelly Field,AL,USA,32.3,-86.4,0.035945564,12.83453071,20.40690383,0,74584.00071,4.97365855,2.373962275,2.599696275
Muscle Shoals Regional Ap,AL,USA,34.75,-87.6,0.045117366,10.15144494,16.14079745,0,58992.05772,6.185843555,3.001413209,3.184430347
Troy Af,AL,USA,31.867,-86.017,0.036524942,12.62280486,20.07025974,0,73353.61989,5.050419238,2.413781355,2.636637883
Tuscaloosa Municipal Ap,AL,USA,33.217,-87.617,0.040657408,11.29928456,17.96586246,0,65662.3812,5.596612112,2.696514633,2.900097479
Batesville (awos),AR,USA,35.733,-91.65,0.034221045,13.50385653,21.47113188,0,78473.58567,4.746055113,2.256295724,2.48975939
Bentonville (awos),AR,USA,36.35,-94.217,0.033805261,13.67625998,21.74525337,0,79475.45629,4.691104572,2.22785281,2.463251762
El Dorado Goodwin Field,AR,USA,33.217,-92.817,0.03516762,13.12718218,20.87221967,0,76284.65641,4.871144774,2.321038301,2.550106473
Fayetteville Drake Field,AR,USA,36,-94.167,0.036551853,12.61320522,20.05499629,0,73297.83443,5.053971851,2.415618432,2.63835342
Flippin (awos),AR,USA,36.3,-92.467,0.035632745,12.94967792,20.58998789,0,75253.14395,4.932612983,2.352853274,2.579759709
Fort Smith Regional Ap,AR,USA,35.333,-94.367,0.033137577,13.96264306,22.20060247,0,81139.6851,4.60284232,2.182158126,2.420684193
Harrison Faa Ap,AR,USA,36.267,-93.15,0.039130675,11.75478753,18.69011218,0,68309.39921,5.394785607,2.592023708,2.802761899
Jonesboro Muni,AR,USA,35.833,-90.65,0.037008061,12.45190378,19.79852701,0,72360.47984,5.114350361,2.446910207,2.667440154
Little Rock Adams Field,AR,USA,34.75,-92.233,0.034832055,13.25903367,21.08186353,0,77050.87152,4.826667474,2.297957286,2.528710188
Little Rock Afb,AR,USA,34.917,-92.15,0.040842503,11.24797493,17.88428013,0,65364.21074,5.620704829,2.708815245,2.911889584
Memorial Fld,AR,USA,34.467,-93.1,0.039554824,11.62452714,18.48299814,0,67552.43022,5.450872541,2.621068979,2.829803562
Pine Bluff Faa Ap,AR,USA,34.167,-91.933,0.036156693,12.75484593,20.28020504,0,74120.9367,5.001958777,2.388793375,2.613165402
Rogers (awos),AR,USA,36.367,-94.1,0.030888257,15.0213393,23.88392949,0,87291.97871,4.305645018,2.028360924,2.277284094
Siloam Spring(awos),AR,USA,36.183,-94.483,0.032813546,14.10526049,22.42736417,0,81968.46321,4.560122964,2.160094486,2.400028478
Springdale Muni,AR,USA,36.183,-94.117,0.036533245,12.62010153,20.06596143,0,73337.91028,5.051464446,2.414298407,2.637166039
Stuttgart (awos),AR,USA,34.6,-91.567,0.032858565,14.08592451,22.39661998,0,81856.09804,4.565955613,2.163059678,2.402895934
Texarkana Webb Field,AR,USA,33.45,-94,0.034758531,13.28682956,21.126059,0,77212.39895,4.817177884,2.293149993,2.524027891
Walnut Ridge (awos),AR,USA,36.133,-90.917,0.035767363,12.89930688,20.50989795,0,74960.4279,4.950382595,2.362041015,2.58834158
Casa Granda (awos),AZ,USA,32.95,-111.767,0.023153507,20.32080922,32.31008666,0,118088.2483,3.283555453,1.49938452,1.784170934
Davis Monthan Afb,AZ,USA,32.167,-110.883,0.024911986,18.81302107,29.91270349,0,109326.1926,3.51583109,1.619554063,1.896277028
Deer Valley Phoenix,AZ,USA,33.683,-112.083,0.023841303,19.70300027,31.32777043,0,114498.0381,3.37441872,1.546399307,1.828019413
Douglas Bisbee-douglas Intl A,AZ,USA,31.467,-109.6,0.024335415,19.28302237,30.66000556,0,112057.4633,3.439597282,1.580079346,1.859517935
Flagstaff Pulliam Arpt,AZ,USA,35.133,-111.667,0.026171227,17.86320264,28.4024922,0,103806.6096,3.682225844,1.705668565,1.976557278
Grand Canyon Natl P,AZ,USA,35.95,-112.15,0.026224658,17.82562372,28.34274171,0,103588.231,3.689226695,1.709264351,1.979962344
Kingman (amos),AZ,USA,35.267,-113.95,0.023046649,20.42039835,32.46843338,0,118666.9805,3.269430401,1.492072112,1.77735829
Luke Afb,AZ,USA,33.55,-112.367,0.023739732,19.79160933,31.46865883,0,115012.9629,3.36102038,1.539475925,1.821544455
Page Muni (amos),AZ,USA,36.933,-111.45,0.02537043,18.45549631,29.34423914,0,107248.5455,3.57643318,1.650928463,1.925504717
Phoenix Sky Harbor Intl Ap,AZ,USA,33.45,-111.983,0.024108092,19.4731384,30.96229005,0,113162.2652,3.409681271,1.564653063,1.845028208
Prescott Love Field,AZ,USA,34.65,-112.417,0.025285071,18.52180123,29.44966395,0,107633.8565,3.565079585,1.645018424,1.920061161
Safford (amos),AZ,USA,32.817,-109.683,0.023750348,19.78341817,31.45563489,0,114965.3625,3.362332562,1.540113332,1.82221923
Scottsdale Muni,AZ,USA,33.617,-111.917,0.023533021,19.97518699,31.76054732,0,116079.7691,3.333693488,1.525327714,1.808365774
Show Low Municipal,AZ,USA,34.267,-110,0.02513232,18.64093528,29.63908709,0,108326.168,3.544826429,1.634505136,1.910321294
Tucson International Ap,AZ,USA,32.133,-110.95,0.024129489,19.45546253,30.93418543,0,113059.5473,3.412465927,1.566074596,1.846391332
Winslow Municipal Ap,AZ,USA,35.033,-110.717,0.024306121,19.30692153,30.69800524,0,112196.3461,3.435774879,1.578123439,1.85765144
Yuma Intl Arpt,AZ,USA,32.667,-114.6,0.024880914,18.83660153,29.95019643,0,109463.2234,3.511824982,1.617526638,1.894298344
Yuma Mcas,AZ,USA,32.65,-114.617,0.025136828,18.63447546,29.62881598,0,108288.6287,3.545686374,1.635071752,1.910614622
Alturas,CA,USA,41.5,-120.533,0.028352961,16.4268884,26.11875256,0,95459.90298,3.970454236,1.854806577,2.115647658
Arcata Airport,CA,USA,40.983,-124.1,0.045651695,10.03099187,15.94927707,0,58292.08106,6.255938262,3.037454392,3.21848387
Bakersfield Meadows Field,CA,USA,35.433,-119.05,0.027380027,17.03635121,27.08779842,0,99001.61211,3.842076817,1.788452317,2.0536245
Beale Afb,CA,USA,39.133,-121.433,0.030868723,15.0321965,23.90119244,0,87355.07204,4.302931707,2.026895915,2.276035792
Bishop Airport,CA,USA,37.367,-118.35,0.023904853,19.64787574,31.24012243,0,114177.6985,3.382808651,1.550737916,1.832070735
Blue Canyon Ap,CA,USA,39.3,-120.717,0.027513878,16.9493956,26.949539,0,98496.29582,3.859786009,1.797627618,2.062158391
Blythe Riverside Co Arpt,CA,USA,33.617,-114.717,0.022899473,20.55838843,32.6878376,0,119468.8682,3.250033735,1.482057175,1.767976561
Burbank-glendale-passadena Ap,CA,USA,34.2,-118.35,0.02716191,17.17944196,27.31531272,0,99833.14082,3.813275305,1.773555981,2.039719323
Camarillo (awos),CA,USA,34.217,-119.083,0.029915725,15.53065672,24.69374419,0,90251.72314,4.177124427,1.961842268,2.21528216
Camp Pendleton Mcas,CA,USA,33.3,-117.35,0.030087641,15.43848447,24.54719031,0,89716.09192,4.199796304,1.973555025,2.226241279
Carlsbad Palomar,CA,USA,33.133,-117.283,0.029537526,15.73810053,25.02357984,0,91457.2202,4.12715426,1.935983265,2.191170995
China Lake Naf,CA,USA,35.683,-117.683,0.022740599,20.7108969,32.93032606,0,120355.1251,3.228990543,1.471143785,1.757846758
Chino Airport,CA,USA,33.967,-117.633,0.028488295,16.34379945,25.98664113,0,94977.05664,3.988515686,1.864236072,2.124279615
Chula Vista Brown Field Naas,CA,USA,32.583,-116.983,0.027393642,17.02876694,27.07573943,0,98957.53839,3.843738261,1.789248857,2.054489403
Concord Concord-buchanan Fiel,CA,USA,38,-122.05,0.029892713,15.54315117,24.71361037,0,90324.33087,4.174080252,1.960265232,2.21381502
Crescent City Faa Ai,CA,USA,41.783,-124.233,0.041822639,10.9764862,17.45261305,0,63786.53594,5.750189478,2.775814068,2.97437541
Daggett Barstow-daggett Ap,CA,USA,34.85,-116.8,0.023188244,20.28840606,32.25856563,0,117899.9471,3.288165177,1.501779225,1.786385952
Edwards Afb,CA,USA,34.9,-117.867,0.02460939,19.0554105,30.2981027,0,110734.7657,3.475940778,1.598952961,1.876987817
Fresno Yosemite Intl Ap,CA,USA,36.783,-119.717,0.027812313,16.7594903,26.64758958,0,97392.7185,3.899180461,1.817996893,2.081183569
Fullerton Municipal,CA,USA,33.867,-117.983,0.029825999,15.57917071,24.77088143,0,90533.64752,4.165295549,1.955733042,2.209562508
Hayward Air Term,CA,USA,37.667,-122.117,0.030569016,15.18522289,24.14450439,0,88244.33869,4.263400463,2.006470255,2.256930208
Imperial,CA,USA,32.833,-115.583,0.022369739,21.07318036,33.50635678,0,122460.4261,3.180057343,1.445852366,1.734204977
Jack Northrop Fld H,CA,USA,33.917,-118.333,0.030109618,15.42593577,24.52723787,0,89643.16892,4.202805237,1.975160473,2.227644764
Lancaster Gen Wm Fox Field,CA,USA,34.733,-118.217,0.0231567,20.31745725,32.30475703,0,118068.7694,3.284007014,1.499631887,1.784375126
Lemoore Reeves Nas,CA,USA,36.333,-119.95,0.026569122,17.58121908,27.95413834,0,102167.9473,3.734953192,1.7330256,2.001927592
Livermore Municipal,CA,USA,37.7,-121.817,0.028502917,16.3350604,25.97274604,0,94926.27227,3.990445165,1.865233414,2.125211752
Lompoc (awos),CA,USA,34.667,-120.467,0.032658931,14.17573379,22.53941672,0,82377.99752,4.539523306,2.149355797,2.39016751
Long Beach Daugherty Fld,CA,USA,33.833,-118.167,0.030292983,15.33002783,24.37474426,0,89085.82891,4.226848056,1.987517485,2.239330571
Los Angeles Intl Arpt,CA,USA,33.933,-118.4,0.031349549,14.79234288,23.51982518,0,85961.23513,4.366450868,2.059761416,2.306689452
March Afb,CA,USA,33.9,-117.25,0.025219156,18.57077202,29.5275275,0,107918.4354,3.556543299,1.640680544,1.915862755
Merced Macready Fld,CA,USA,37.283,-120.517,0.027086224,17.22990194,27.39554409,0,100126.3738,3.803255631,1.7683619,2.034893731
Modesto City-county Ap,CA,USA,37.633,-120.95,0.027739334,16.80547545,26.72070596,0,97659.9473,3.889553608,1.813022278,2.07653133
Montague Siskiyou County Ap,CA,USA,41.783,-122.467,0.028392753,16.40250217,26.07997845,0,95318.18977,3.97574954,1.857564187,2.118185354
Monterey Naf,CA,USA,36.6,-121.867,0.031863679,14.54386797,23.12475008,0,84517.29822,4.434418824,2.094951396,2.339467427
Mountain View Moffett Fld Nas,CA,USA,37.4,-122.05,0.029171236,15.94430783,25.35144945,0,92655.53166,4.078764484,1.910945274,2.16781921
Napa Co. Airport,CA,USA,38.217,-122.283,0.0299739,15.49975886,24.6446166,0,90072.16956,4.184742496,1.965753081,2.218989415
Needles Airport,CA,USA,34.767,-114.617,0.023008968,20.45516015,32.52370463,0,118868.9882,3.264493422,1.489536465,1.774956957
Oakland Metropolitan Arpt,CA,USA,37.717,-122.217,0.033243124,13.9164498,22.12715519,0,80871.24693,4.616815106,2.189401415,2.427413691
Oxnard Airport,CA,USA,34.2,-119.2,0.028062689,16.6030119,26.39878893,0,96483.39155,3.932276985,1.835130949,2.097146036
Palm Springs Intl,CA,USA,33.833,-116.5,0.023465038,20.03506864,31.85575914,0,116427.7532,3.324802476,1.520768755,1.804033721
Palm Springs Thermal Ap,CA,USA,33.633,-116.167,0.022760754,20.69070116,32.89821485,0,120237.7637,3.231712776,1.472579735,1.759133042
Palmdale Airport,CA,USA,34.633,-118.083,0.022540376,20.90497578,33.23891148,0,121482.9559,3.202568629,1.457485903,1.745082727
Paso Robles Municipal Arpt,CA,USA,35.667,-120.633,0.024719913,18.96559549,30.15529682,0,110212.8328,3.490559381,1.606525086,1.884034295
Point Mugu Nf,CA,USA,34.117,-119.117,0.030253045,15.34997138,24.4064545,0,89201.72483,4.221723053,1.984935193,2.23678786
Porterville (awos),CA,USA,36.033,-119.067,0.027604271,16.89209686,26.85843401,0,98163.32151,3.871644518,1.803725244,2.067919274
Red Bluff Municipal Arpt,CA,USA,40.15,-122.25,0.028388658,16.40380029,26.08204246,0,95325.73338,3.97534456,1.857417188,2.117927371
Redding Municipal Arpt,CA,USA,40.517,-122.317,0.029039113,16.01968649,25.47130151,0,93093.57197,4.061350533,1.901953566,2.159396966
Riverside Muni,CA,USA,33.95,-117.45,0.02803461,16.62036166,26.42637504,0,96584.21442,3.928571302,1.833215284,2.095356018
Sacramento Executive Arpt,CA,USA,38.5,-121.5,0.028664254,16.23940748,25.8206579,0,94370.41421,4.01171635,1.876219949,2.1354964
Sacramento Metropolitan Ap,CA,USA,38.7,-121.583,0.028170587,16.53642092,26.29290927,0,96096.41817,3.946545973,1.842520882,2.104025091
Salinas Municipal Ap,CA,USA,36.667,-121.6,0.030509986,15.21603287,24.19349227,0,88423.38161,4.255573815,2.002407485,2.253166331
San Diego Lindbergh Field,CA,USA,32.733,-117.167,0.028698912,16.21913443,25.78842375,0,94252.6035,4.016270486,1.878565122,2.137705365
San Diego Miramar Nas,CA,USA,32.867,-117.133,0.02703458,17.265168,27.45161712,0,100331.3118,3.796349226,1.764749825,2.031599401
San Diego Montgomer,CA,USA,32.817,-117.133,0.028220567,16.50657428,26.2454531,0,95922.97339,3.953061944,1.845852464,2.10720948
San Diego North Island Nas,CA,USA,32.7,-117.2,0.028268179,16.47760014,26.19938422,0,95754.59893,3.95934283,1.8490982,2.11024463
San Francisco Intl Ap,CA,USA,37.617,-122.4,0.031932705,14.51073386,23.07206683,0,84324.7493,4.443604545,2.099735047,2.343869498
San Jose Intl Ap,CA,USA,37.367,-121.933,0.02901936,16.03173845,25.49046414,0,93163.60834,4.058659623,1.900523762,2.158135861
San Luis Co Rgnl,CA,USA,35.233,-120.633,0.027889106,16.71136509,26.57107049,0,97113.05336,3.909311316,1.823232335,2.086078981
Sandberg,CA,USA,34.75,-118.717,0.023299304,20.18548255,32.09491726,0,117301.8382,3.30290436,1.509436622,1.793467738
Santa Ana John Wayne Ap,CA,USA,33.683,-117.867,0.030524037,15.20789281,24.18054956,0,88376.07807,4.257543936,2.003479278,2.254064659
Santa Barbara Municipal Ap,CA,USA,34.433,-119.85,0.028154234,16.54613706,26.30835793,0,96152.88058,3.94442231,1.841438927,2.102983383
Santa Maria Public Arpt,CA,USA,34.917,-120.467,0.027953732,16.67238688,26.50909514,0,96886.54327,3.917690295,1.827494848,2.090195447
Santa Monica Muni,CA,USA,34.017,-118.45,0.030358552,15.29438064,24.31806522,0,88878.67601,4.235664059,1.992149863,2.243514196
Santa Rosa (awos),CA,USA,38.517,-122.817,0.031783834,14.58120648,23.1841183,0,84734.27966,4.423966107,2.089586802,2.334379305
South Lake Tahoe,CA,USA,38.9,-120,0.026919292,17.3430394,27.57543265,0,100783.838,3.781074556,1.756825988,2.024248568
Stockton Metropolitan Arpt,CA,USA,37.9,-121.233,0.027699847,16.83043924,26.76039839,0,97805.01684,3.884347287,1.810333111,2.074014177
Travis Field Afb,CA,USA,38.267,-121.933,0.029171861,15.94404091,25.35102505,0,92653.98057,4.078836042,1.910977264,2.167858778
Truckee-tahoe,CA,USA,39.317,-120.133,0.030215878,15.37100221,24.43989351,0,89323.93911,4.216633693,1.98221938,2.234414313
Twentynine Palms,CA,USA,34.3,-116.167,0.022302962,21.14060578,33.6135632,0,122852.2486,3.171187697,1.441240998,1.729946699
Ukiah Municipal Ap,CA,USA,39.133,-123.2,0.02876355,16.18093041,25.72767935,0,94030.59237,4.024827062,1.883000507,2.141826555
Van Nuys Airport,CA,USA,34.217,-118.483,0.027189437,17.16121041,27.28632456,0,99727.19368,3.816914473,1.775440152,2.041474321
Visalia Muni (awos),CA,USA,36.317,-119.4,0.026739301,17.46492051,27.7692236,0,101492.1132,3.757340526,1.744565773,2.012774753
Yuba Co,CA,USA,39.1,-121.567,0.028161657,16.54134758,26.30074265,0,96125.04792,3.945429276,1.841972109,2.103457167
Akron Washington Co Ap,CO,USA,40.167,-103.233,0.030699657,15.11781731,24.03732952,0,87852.6315,4.280675723,2.015416463,2.26525926
